post,reaction_count,repost,company,post_time,date_retrived
How to Help Develop Empathy in Students. This series of six blog posts unpacks each of Gardner’s elements of emotional intelligence and look at ways teachers can use Makers Empire to develop these qualities in students. https://bit.ly/3EXIW5m #empathy,2,0,Makers Empire,5mo,2022-06-07
Thanks to Make Use Of for including Makers Empire in The 6 Best Child-Friendly CAD Tools to Get Kids Started on 3D Design https://bit.ly/3pWSXv3,7,0,Makers Empire,5mo,2022-06-07
Thanks to @All3DP for including Makers Empire in this recent article about CAD for Kids: Best 3D Modeling Software for Children https://bit.ly/3JNfId2,1,0,Makers Empire,5mo,2022-06-07
Happy holidays from the Makers Empire team! This awesome Christmas tree of designs made using Makers Empire was made by UK teacher Jonathan Hartley 🎄#holidays,3,0,Makers Empire,5mo,2022-06-07
Makers Empire has partnered with organisations to deliver real-world learning opportunities in 2021 like Kids in Space with The Andy Thomas Space Foundation and Bushfire Brave with Bushfire Kids Connect. Register your school's interest for 2022 projects https://bit.ly/3riDLd4,11,0,Makers Empire,6mo,2022-06-07
"Seasons Greetings! As 2021 grows to a close, the Makers Empire team would like to wish you all a safe and relaxing holiday. The Makers Empire office will be closed from 24 December - 3rd January inclusive. See you in 2022!",5,0,Makers Empire,5mo,2022-06-07
Makers Empire’s new Notes feature brings a whole new level of interaction and communication opportunities to students’ design-based learning. Here are 10 ways to use Notes to enhance and demonstrate student learning  https://bit.ly/3nZfypR,2,0,Makers Empire,6mo,2022-06-07
"Makers Empire runs a #DesignThinking competition every month. The end of the year is a great time to say thank you to the people who have helped you during the year. For December's competition, design something to say thank you to someone special. https://bit.ly/318dUt8",0,0,Makers Empire,6mo,2022-06-07
"Following a successful pilot, SA Premier Marshall announced recently that @AndyThomasSpace and Makers Empire will be partnering again in 2022 on a program to deliver education and awareness of the opportunities in space careers to more children https://bit.ly/3lgZwWy",9,0,Makers Empire,6mo,2022-06-07
"Fantastic to see so many great ways to solve problems caused by bushfires created by the primary students involved in Bushfire Brave, our bushfire awareness and wellness pilot program with Bushfire Kids Connect Ltd. Congrats to all the students and teaches from the participating schools at the showcase today",9,0,Makers Empire,6mo,2022-06-07
"A room full of primary students and teachers from all over SA are busily setting up their stalls for the The Andy Thomas Space Foundation showcase at Lot Fourteen  later today. They can’t wait to share their space-themed #3dprinting projects with Premier Marshall, the Australian Space Agency and each other! Stone & Chalk",16,0,Makers Empire,7mo,2022-06-07
A managed pilot with Makers Empire is designed to be delivered to groups of schools to deliver superior professional development and learning opportunities whilst providing teachers with a peer network for support and inspiration. Register your interest https://bit.ly/3nYkVpw,4,0,Makers Empire,6mo,2022-06-07
"Thanks to The Advertiser for this great article about our pioneering program with Bushfire Kids Connect Ltd! ""From food trucks to safety backpacks for koalas and firefighting robots, South Aussie students have delivered unique solutions to help families cope during major disasters. Students from 10 primary schools delivered their unique ideas - developed as part of an Australian-first pilot program - during Tuesday’s Bushfire Brave Showcase at the Adelaide Hills Convention Centre.The showcase was delivered by Bushfire Kids Connect and EdTech company Makers Empire, with students from Mercedes College, Lobethal Lutheran School, Stirling East Primary School, Lobethal Primary, Lenswood Primary and scotch College presenting over 60 concept ideas.Bushfire Kids Connect co-founder Carly Ascott said the pilot program, which launched in September this year, had played a vital part in helping students deal with trauma following the Cudlee Creek and Cherry Gardens bushfires.“The feedback we’ve received has been amazing and we now aim to take this around Australia and then internationally,” she said.“Our ultimate vision is to see some of these child-let concept ideas commercialised - so that they can be used around Australia.https://bit.ly/3xDhdVi",2,0,Makers Empire,6mo,2022-06-07
Humbled that Makers Empire has been selected as one of 100 impactful & scalable innovations in the world by education non-profit @hundredorg for the HundrED 2022 Global Collection. Thank you! Download the report https://bit.ly/3mFrXyM #HundrEDSummit2021,6,0,Makers Empire,7mo,2022-06-07
"We are thrilled to announce that Makers Empire has been selected as one of the most impactful & scalable innovations in the world by global education non-profit @hundredorg for the HundrED 2022 Global Collection.Makers Empire is one of only three Australian companies to be included in the HundrED 2022 Global Collection.Thank you to HundrED for this honour.  Congratulations to all the other companies, too!Download the report https://bit.ly/3pVAjnI #HundrEDSummit2021",18,0,Makers Empire,7mo,2022-06-07
"IVY STEM International school in Egypt has been using Makers Empire with its grade K-3 students. We spoke with Ahmed Samir, STEM Guide and Coach, to learn how teachers at IVY STEM are using Makers Empire to enhance #STEM learning. https://bit.ly/3jRQNK7",7,0,Makers Empire,7mo,2022-06-07
@CEWADigLearn Catholic Education Western Australia recently teamed up with Makers Empire to deliver a world-leading professional learning program for 6 WA primary schools focused on curriculum-aligned #STEM https://bit.ly/3nsDTTy,1,0,Makers Empire,7mo,2022-06-07
"Thanks to #VTV7's IFO Nightly program for interviewing our co-founder, Anthony Chhoy, about #digitaleducation and how Makers Empire is helping children learn how to use #DesignThinking & 3D design to solve real-world problems https://bit.ly/30YEzso #ShineWithAustralia",5,0,Makers Empire,8mo,2022-06-07
Great to see this inspiring school #makerspace case study by  @NSWEducation involving Makers Empire and Sydney teacher @RussellCairns1. Great to hear how Makers Empire improves student learning outcomes - see screenshot https://bit.ly/3GRTiWm,3,0,Makers Empire,7mo,2022-06-07
"Makers Empire’s new augmented reality (AR) capabilities enable students to visualise and test their 3D designs in authentic, place-based contexts. Here are 10 ways to use the new AR tool in Makers Empire to enhance and demonstrate learning https://bit.ly/3BJPcvZ",6,0,Makers Empire,7mo,2022-06-07
We're excited to have started working with teachers participating in Makers Empire's new Bushfire Kids Connect's program that delivers bushfire awareness and resilience to primary students and teachers. https://bit.ly/2XJyG0Y,7,0,Makers Empire,7mo,2022-06-07
"While her students were at home doing remote learning, an American teacher used Makers Empire to help support her students' need for connection. Not going to lie, this made us tear up 😭 ❤️  https://bit.ly/31dQ7YU",5,0,Makers Empire,7mo,2022-06-07
"Thanks to The Advertiser for this great article re Makers Empire's new partnership with the Hills community organisation, Bushfire Kids Connect, to deliver a bushfires awareness and resilience program to 10 SA primary schools",8,0,Makers Empire,8mo,2022-06-07
"Thanks to InDaily for this great article re Makers Empire's new partnership with the Hills community organisation, Bushfire Kids Connect, to deliver a bushfires awareness and resilience program to 10 SA primary schools https://bit.ly/3iRtWh1 Jim Plouffe",12,0,Makers Empire,8mo,2022-06-07
"Today we’re happy to be interviewing the talented 11YO designer behind the Makers Empire account, @chocodonut31 who lives in Sydney, Australia. Her colourful and eye-catching designs never fail to make us smile. https://bit.ly/2WIG4ZA",2,0,Makers Empire,9mo,2022-06-07
We interviewed a dad who made an incredible 3D printed Star Wars Mandalorian costume for his son for Book Week. Watch the video and check out the post to learn how he made this amazing costume. This is the way.  https://bit.ly/3un4S65 #StarWars #TheMandalorian #3Dprinting #BookWeek,5,0,Makers Empire,8mo,2022-06-07
The beginning of a new school year or term is always a busy time for teachers. So we’ve put together this handy checklist to help teachers be well-prepared and organised in terms of teaching with Makers Empire. https://bit.ly/3BxsTcU,0,0,Makers Empire,9mo,2022-06-07
We’ve learned a lot about school makerspaces via our school customers. We’ve learned how to successfully set up a school makerspace and how to overhaul an existing one. So here are our top 12 tips to consider when setting up your school makerspace https://bit.ly/38Eo7OG,0,0,Makers Empire,9mo,2022-06-07
"In this video, Luke from Makers Empire explains all the essential 3D printer terminology students need to know to get started with 3D printing. This is a great video to show students who are about to commence learning with 3D design and 3D printinghttps://bit.ly/3kjv8tm",1,0,Makers Empire,9mo,2022-06-07
"Makers Empire offers teachers a variety of in-built tools, features and resources to help make planning, teaching and assessing student work easier. Plan your whole class, term, semester or year with Makers Empire's handy tools. https://bit.ly/3zcDNDl",1,0,Makers Empire,9mo,2022-06-07
"September is Better Breakfast Month. So for our Makers Empire in-app Design Thinking competition, we are challenging students to invent a new breakfast cereal. Make sure it is healthy and delicious! https://bit.ly/3kNGRko",0,0,Makers Empire,9mo,2022-06-07
"This step-by-step video shows you how to design a symmetrical monster using Makers Empire 3D software. Created especially for students from K-8, Makers Empire is an easy to use but powerful 3D design tool. https://bit.ly/38dAHnF",3,0,Makers Empire,10mo,2022-06-07
"Makers Empire has created hundreds of FREE resources for primary, elementary & middle school teachers to support teaching Design Thinking and Design & Tech. curriculum using 3D design. Get our new Check Before You Print poster for classrooms & makerspaces https://bit.ly/2XQFFoy",1,0,Makers Empire,10mo,2022-06-07
A managed pilot with Makers Empire is designed to be delivered to groups of schools to deliver superior professional development and learning opportunities for teachers whilst providing them with a peer network for support and inspiration.  https://bit.ly/2VCqzCf,0,0,Makers Empire,10mo,2022-06-07
"In this video, one of our student users explains how to design a Charizard from Pokemon using Makers Empire 3D modeling software. This is a great, easy-to-follow video to inspire younger students in the classroom who are new to 3D design and 3D printing https://bit.ly/38DDIhq",1,0,Makers Empire,9mo,2022-06-07
"Makers Empire can be used to plan, teach, and assess student work. In this post, we delve more deeply into the assessment phase of teaching and learning and share 9 ways to make the most of Makers Empire's assessment tools and functions. https://bit.ly/3k3RFu8",5,0,Makers Empire,10mo,2022-06-07
Makers Empire recently ran a Water Week-themed Summer Explorers programme for Expo 2020 Dubai school program to align with the United Nations Sustainable Development Goals around water conservation https://bit.ly/3yNSFYH Australian Trade and Investment Commission (Austrade),1,0,Makers Empire,9mo,2022-06-07
Makers Empire has redesigned the Daily Challenge section of the Makers Empire app so that each of the 365 daily design challenges in the Makers Empire app is now linked to specific days in the calendar year. Download your guide so you can plan  ahead! https://bit.ly/3CtQcWv,1,0,Makers Empire,10mo,2022-06-07
"10 Ways Makers Empire Can Help With Remote Learning. With remote learning, and learning from home continuing to be key ways of working for schools around the world, we thought we would share our favourite ways Makers Empire can be used for learning at home https://bit.ly/3gAXxKt",2,0,Makers Empire,9mo,2022-06-07
[Video] Teachers Share Their Top Tips re 3D Design & Printing including what they wished they’d known before using Makers Empire with their students; their tips for teachers new to Makers Empire and their suggestions re 3D printers and 3D printing  https://bit.ly/3sNSPhg,2,0,Makers Empire,10mo,2022-06-07
Students learning from home? Wondering how to showcase 3D designs without a 3D printer? Makers Empire has added a new tool that lets students export  designs as .glb files so they can insert them into Powerpoint or Word presentations to share https://bit.ly/3mAhLb8,1,0,Makers Empire,10mo,2022-06-07
Flashforger's Adventurer 4 (ME) printer will be available in Australia in September. The Makers Empire (ME) version comes with an extra build platform + 2 different sized nozzles worth $128. Pre-order now to receive 5 extra rolls of filament worth $174. https://bit.ly/3jbOLUV,14,0,Makers Empire,10mo,2022-06-07
When explaining the Design Thinking cycle to students it often helps to have a relatable example. Here are 5 videos made by schools showing how their students use  Design Thinking  and Makers Empire to identify and solve real-world problems https://bit.ly/3Bh6IHX,1,0,Makers Empire,10mo,2022-06-07
"At Makers Empire, we take student privacy and safety very seriously. We believe that children deserve to create in a safe environment where teachers and parents can control how information is shared. Makers Empire complies with the Children’s Online Privacy Protection Act (COPPA) , the CAN-SPAM Act and Makers Empire’s Privacy Policy. Makers Empire also meets the Safer Technologies for Schools Assessment. Makers Empire’s products and plans for school customers and home users come in with in-built features and tools to help keep students and their data safe. We strive to take a leadership role with regards to student safety and privacy and constantly iterate our products, tools and resources to help maintain a safe community for all.  Learn more about our student privacy and safety policies https://bit.ly/2W779Wn",2,0,Makers Empire,10mo,2022-06-07
"Emotional intelligence (EQ) helps us establish and maintain effective relationships and communication, overcome challenges & achieve goals. In this series, learn how to use Makers Empire to help students develop EQ, starting with self-awareness https://bit.ly/3jEMRLs",1,0,Makers Empire,10mo,2022-06-07
This series of six blog posts unpacks each of Gardner’s elements of emotional intelligence and look at ways teachers can use Makers Empire to develop these qualities in students. This post focuses on helping students develop motivation. https://bit.ly/3zHT6Vc,2,0,Makers Empire,11mo,2022-06-07
Discover this month's watery competition and browse 40+ previous design competitions for great design challenges and lesson ideas that you can do with your students at any time. https://bit.ly/3xuBGKl,2,0,Makers Empire,10mo,2022-06-07
"Makers Empire 3D provides a versatile tool for students to develop skills, explore new concepts, and demonstrate their learning. In this post, we share 8  ways we’ve seen Makers Empire designs used to add value to learning and depth to assessment tasks. https://bit.ly/37sI8Hb",3,0,Makers Empire,10mo,2022-06-07
"We all love a great story and a happy ending. Fairy tales have both elements, and also make great starting points for engaging students in different learning activities. Here are Top 10 Problem-Solving Lesson Ideas with Fairy Tales & 3D Design (Worksheets) https://bit.ly/3yzrvWm",2,0,Makers Empire,10mo,2022-06-07
A year 6 student at Madison Park PS in Australia designed a 3D printed hand sanitiser holder for a teacher's keyring holder! The student created the keyring in Makers Empire and used #3Dprinting to prototype and test the design. Great real-world problem-solving!  #DesignThinking,5,0,Makers Empire,10mo,2022-06-07
"We've just updated the Makers Empire online shop. Browse Makers Empire plans, 3D printer packages, filament and more https://bit.ly/3fJkiM6",2,0,Makers Empire,10mo,2022-06-07
"How Bonnie, an American #STEM teacher, is remotely teaching #3Ddesign and #3Dprinting during COVID-19.https://bit.ly/3lOEfVp",1,0,Makers Empire,10mo,2022-06-07
"There is a lot of talk about the negative impact the COVID-19 crisis might have on our children’s’ education. In this post, we explore how we can help develop our students’ mindsets during COVID-19 and introduce the concept of an Innovation Mindset. https://bit.ly/3xVOB99",11,0,Makers Empire,11mo,2022-06-07
Great to be at Hamilton Secondary College for the second day of professional development for teachers in the Andy Thomas Space Foundation project. This 9-school pilot aims at increasing awareness of space career opportunities in primary aged children using Makers Empire & expert guest speakers,6,0,Makers Empire,10mo,2022-06-07
"We've spent 800 hours testing and evaluating the new Adventurer 4 3D printer from Flashforge, which would equate to a few years of average use at a regular-sized primary school. Read our detailed review and verdict https://bit.ly/3lJakhm",6,0,Makers Empire,10mo,2022-06-07
"Makers Empire  Challenge Courses make teaching Design & Tech curriculum simple. Each course provides a complete design program of four activities - videos, quizzes, tutorials and challenges - and is centred around a common theme such as space or animals. https://bit.ly/3w0e0wE",3,0,Makers Empire,11mo,2022-06-07
"At Makers Empire, we’re always thrilled to learn about the new ways teachers are using Makers Empire’s 3D learning program to teach across the curriculum. Here are 10 inspiring real-life examples of teachers using Makers Empire in the classroom. https://bit.ly/3cHh9KT",1,0,Makers Empire,11mo,2022-06-07
"To be successful in their futures, students need be able to identify problems and create solutions. Here are our 4 favourite ways to teach our students how to identify needs and opportunities and to design solutions.  #edtech #designthinking #stem https://bit.ly/3zx5mss",1,0,Makers Empire,11mo,2022-06-07
A managed pilot with Makers Empire is designed to be delivered to groups of schools to deliver superior professional development and learning opportunities for teachers whilst providing them with a peer network for support and inspiration.  https://bit.ly/2S1OYzq,0,0,Makers Empire,11mo,2022-06-07
Wondering how to use Makers Empire's 3D design app? Our step-by-step video guides show you exactly how to make popular 3D designs. Use these videos as a starting point and then customise your designs to make them truly unique https://bit.ly/3xkpJak,4,0,Makers Empire,1yr,2022-06-07
"Makers Empire 3D provides a versatile tool for students to develop skills, explore new concepts, and demonstrate their learning.  In this post, we share 8 ways Makers Empire designs can be used to add value to learning without the need for a 3D printer. https://bit.ly/2VcAY7h",7,0,Makers Empire,11mo,2022-06-07
The Video Room in the Makers Empire Training Lab houses videos for all students to watch to be inspired. This is a great way for students new to Makers Empire to see how designs are made before giving it a go themselves. https://bit.ly/2Ue2LUn,2,0,Makers Empire,1yr,2022-06-07
"The Andy Thomas Space Foundation & Makers Empire congratulate the nine SA schools taking part in an Australia-first pilot to deliver education in awareness of space career opportunities: Clovelly Park PS, Gilles Street PS, Ascot Park PS, Mercedes College, Tenison Woods Catholic  School, Concordia College, Streaky Bay Area School, Port Broughton Area School and Ardrosson Area SchoolThe $45,000 primary schools program will be trialled in these schools as a precursor to a planned national roll-out.https://bit.ly/367ByoW",16,0,Makers Empire,1yr,2022-06-07
"Our amazing Director of Learning, Mandi Dimitriadis, will be speaking on Developing Spatial Reasoning Skills using 3D Technologies at an @EdTechSA event on Tuesday. Explore hands-on strategies and ideas for helping students develop their spatial skills https://bit.ly/3ydRd1Z",4,0,Makers Empire,1yr,2022-06-07
"On Monday, we held the first The Andy Thomas Space Foundation Professional Development Day with teachers from 7 of the 9 South Australian schools selected to participate in this pilot program. This project is designed to provide primary school teachers with a new set of skills to support their students' design and technology learning through 3D design and printing technology and increase awareness of space career opportunities. The nine schools selected to participate are: Ascot Park Primary School Ardrossan Area School Clovelly Park Primary School  Concordia College  Gilles Street Primary School Mercedes College  Pt Broughton Area School Streaky Bay Area School Tenison Woods CollegeSo grateful we were able to run this day before the current Adelaide lockdown.#education #teachers #space",46,0,Makers Empire,11mo,2022-06-07
"Thrilled to announce that Makers Empire has been shortlisted for the @hundredorg Global Collection 2022 that recognises 100 inspiring, impactful and scalable K12 education innovations around the world. View our profile on HundreED here https://bit.ly/2UPZdrr",16,0,Makers Empire,1yr,2022-06-07
We’ve redesigned our monthly 3D Design and Design Thinking competitions page. Discover this month's competition and browse 40+ previous design competitions for great design challenges and lesson ideas that you can do with your students at any time. https://bit.ly/35ngBpA,2,0,Makers Empire,1yr,2022-06-07
How A #STEM Leader Empowered Grade 6 Students to Solve #COVID19 Related Real-World Problems https://bit.ly/3pW4yJk https://bit.ly/35rMn4J,0,0,Makers Empire,1yr,2022-06-07
"Design thinking is a great way to help students develop #empathy towards others and to design solutions that help other people. Here are 4 ways to encourage acceptance  of students from all backgrounds, cultures, genders, & abilities with Makers Empire https://bit.ly/35ongjc",4,0,Makers Empire,1yr,2022-06-07
3D design and printing can be used in ways that help students connect to their community and understand more about the society they live in. Here are ten of our favourite ideas for using 3D design and printing to promote civics and citizenship. https://bit.ly/3wJf0ql,1,0,Makers Empire,1yr,2022-06-07
"We all love a great story and a happy ending. Fairy tales have both elements, and also make great starting points for engaging students in different learning activities. Here are Top 10 Problem-Solving Lesson Ideas with Fairy Tales & 3D Design (Worksheets) https://bit.ly/35rPtpm",0,0,Makers Empire,1yr,2022-06-07
"Dr. Tricia Barton is the K-5 Technology Educator at McDole Elementary School in Kaneland, USA. We recently spoke with her to learn how she is using Makers Empire #3Ddesign #3Dprinting in classroom, remote and hybrid learning this year. https://bit.ly/2Sue6PF",0,0,Makers Empire,1yr,2022-06-07
"Nominations for the National Excellence in Teaching Awards are now open. If you know a teacher or principal - in Australia or New Zealand - who fits the bill, you can nominate them for one of the 2021 awards now. Nominations close 18 August. https://bit.ly/3cTPdE0",3,0,Makers Empire,11mo,2022-06-07
"Engineering, the ‘E’ in #STEM, is often overlooked at the K-8 level, but is a vital skill that we want our students to develop to become confident creators, inventors and designers. #3Ddesign can bring #engineering and #designthinking to your students. https://bit.ly/3cGSgiA",0,0,Makers Empire,1yr,2022-06-07
Makers Empire has redesigned the Daily Challenge section of the Makers Empire app so that each of the 365 daily design challenges in the Makers Empire app is now linked to specific days in the calendar year. Download your guide so you can plan  ahead! https://bit.ly/3cK8k3k,1,0,Makers Empire,11mo,2022-06-07
"Interested in learning more about 3D printing in primary education? In this video, teachers share their top tips re 3D printing - https://bit.ly/3wu2CtX",5,0,Makers Empire,11mo,2022-06-07
"Emotional intelligence (EQ) helps us establish and maintain effective relationships and communication, overcome challenges & achieve goals. In this series, learn how to use Makers Empire to help students develop EQ, starting with self-awareness https://bit.ly/3cI0YgI",6,0,Makers Empire,11mo,2022-06-07
"For teachers new to Makers Empire, the Buddy Course helps you quickly gain some new skills so you can confidently utilise Makers Empire’s fun and easy 3D program with your class. For experienced ‘champion’ teachers, this is a great co-learning opportunity https://bit.ly/35rFe4G",1,0,Makers Empire,11mo,2022-06-07
"Goh Kok Ming is a primary teacher and enthusiastic #EdTech advocate in Malaysia. Recently, he was introduced to Makers Empire via professional development workshops for @mymdec's Cikgu Juara Digital (Champion Digital Teachers). Here's what he thought of Makers Empire https://bit.ly/3gA8ifx",0,0,Makers Empire,1yr,2022-06-07
"Doing #remotelearning? Makers Empire has created a FREE Learn at Home course for teachers, families & students. Teach #STEM, #DesignThinking and cover international Design & Technology curricula with 90 x 3D design challenges for K-6 students.  https://bit.ly/2UaOfg3",1,0,Makers Empire,1yr,2022-06-07
"Are you looking to introduce 3D design & 3D printing to a group of schools, district or state?  A managed pilot with Makers Empire delivers superior professional development & learning opportunities whilst providing teachers with a peer network for support https://bit.ly/3epUzXl",1,0,Makers Empire,1yr,2022-06-07
Here are 10 #designchallenges aimed at helping students spread love in these difficult times!#challenge #3Ddesign #educationhttps://bit.ly/35onqHk,2,0,Makers Empire,1yr,2022-06-07
"To help families affected by school closures, Makers Empire's learning experts have developed a FREE Learning at Home 3D design course comprising 90 entertaining, engaging and educational Design Missions for K-6 students. https://bit.ly/3djICms",2,0,Makers Empire,1yr,2022-06-07
"At Makers Empire, we’re constantly amazed by the amazing designs students can create with our 3D design software. Today we’re happy to be interviewing the talented 14YO designer and aspiring artist, @ahnmaros, who lives in Singapore.  https://bit.ly/3wOo90O",1,0,Makers Empire,1yr,2022-06-07
How 'makerspaces' help communities in crisis and boost community resilience.  It's time to support them https://bit.ly/3xKYM01 via @wef @Makerspaces_com @MakerspaceAdl,1,0,Makers Empire,1yr,2022-06-07
Your quick and easy visual guide to the Makers Empire 3D design tools. #3Ddesign #learning #edtech #edapps https://bit.ly/3gS6u1B,1,0,Makers Empire,1yr,2022-06-07
The impact #COVID19 ultimately has on our wellbeing will largely be determined by our attitudes. Let’s look at mindsets and how to help our students develop an #InnovationMindset to apply to real-life #coronavirus problems #GrowthMindset #designthinking https://bit.ly/2TyS3rd,1,0,Makers Empire,1yr,2022-06-07
We recently spoke with one of our Melbourne teachers about how he used Makers Empire with his students whilst Melbourne was in #lockdown due to the #COVID19 pandemic. https://bit.ly/35n3uVz,3,0,Makers Empire,1yr,2022-06-07
"Browse dozens of videos made by schools to learn how their primary and elementary school students are using 3D design and 3D printing to solve everyday problems, develop their #STEM and #DesignThinking skills and build their resilience and persistence https://bit.ly/3pH7sBB",4,0,Makers Empire,1yr,2022-06-07
Be Informed is a mobile application that keeps you in the know. Stay safe in South #Australia. ✔️ CFS Incidents ✔️ Fire ban with 4 days forecast✔️ Power outages✔️ Roadworks✔️ Fuel prices✔️ Watch Zone alerts✔️ Safer Places✔️ Last Resort Refugee informationsGet the app now! https://lnkd.in/g54gH-q#flutter #iOS #android,5,0,Meeco,1yr,2022-06-07
"It is an immense pleasure to announce that In this winter season we have delivered over 8.1K Power outage notifications to Be Informed  users to KEEP THEM IN KNOW. Users can also subscribe for #CFS, #RoadWork. Get it now. https://lnkd.in/g54gH-q #news #mobile",2,0,Meeco,10mo,2022-06-07
"The All-new Mitsubishi Outlander continues to shine, with an impressive May 2022 sales performance according to the Federal Chamber of Automotive Industries' VFACTS report.Outlander sold 1799 examples through our highly engaged dealer network, pushing its 'Medium SUV < $60,000' segment share to an impressive 11.4 per cent in May 2022.In a hyper-competitive segment, Outlander continues to sit in the top three for the 2022 calendar year, and will shortly be joined by a new halo: The All-new Mitsubishi Outlander Plug-In Hybrid EV.#automotive #sales #mitsubishimotors",71,0,Mitsubishi,22h,2022-06-07
"Meet Shane Cosgrove, Senior Technical Service Manager NSW/ACT and Mitsubishi Motors Australia’s very own Mr. Fixit NSW. This nickname has earned by providing answers, not just questions. Shane forged a strong connection with the Mitsubishi Motors Corporation brand when he became an apprentice Automotive Technician at Purnell Brothers Mitsubishi in 1986, before moving into our NSW team as Technical Trainer in 2000.Shane’s adaptability and problem-solving talents soon saw him rise through the ranks to land his current role. He attributes his problem-solving prowess to growing up on the family farm in Central West NSW and 14 years in a Dealership workshop.No two days at Mitsubishi Motors Australia are the same for Shane. And that keeps him feeling engaged and valued. “Helping and advising colleagues and customers is the best feeling,” he said.“I’m recognised and appreciated for work efforts and achievements, which tells me I’m with an exceptional global business that has created a great culture.”When he’s not at work, the self-confessed Triton man, whose entire family are Mitsubishi drivers, likes to head out bush.“When I get back to town, my granddaughter Charli keeps me on my toes. I have no doubt that when she grows up and gets behind the wheel, it will be in a Mitsubishi.”#MitsubishiMotorsAustralia #DriveYourAmbition #EmployeeSpotlight #EmployeeAppreciation",133,0,Mitsubishi,1w,2022-06-07
"Mitsubishi Motors Australia has a long and storied history of operating in Australia, providing adventurous and exciting vehicles to meet Australia's needs over the decades. Recently we celebrated some of our longstanding employees, James and Kevin, who have committed 25 years each to helping Mitsubishi Motors Australia be the trusted brand we are today. We value the hard work, dedication and wealth of knowledge that each of them bring to our brand!#MitsubishiMotorsAustralia #StaffRecognition #DriveYourAmbition",160,0,Mitsubishi,3w,2022-06-07
"The Kodomo no Hi Japanese festival has been held in Adelaide since 1985, and it was an honour for Mitsubishi Motors Australia to sponsor the 2022 edition. From martial arts demonstrations, to Kimono wearing, origami lessons, and fantastic Japanese food, there was something for everyone as they enjoyed the sunshine at Thebarton Community Centre.Our Public Relations team was on-hand to talk visitors through the latest Mitsubishi Eclipse Cross Plug-In Hybrid EV and our scaled down Dendo House concept - a house that can be powered by the vehicle's battery!#community #PHEV #mitsubishimotors",55,0,Mitsubishi,1mo,2022-06-07
Today was a special day. It was the first time since Christmas that we all gathered together at the office for our end of Japanese Financial Year Townhall meeting. It was great to be able to hear business updates first hand and celebrate our wins together as a team. Hard work and team work pays off!#MitsubishiMotorsAustralia #DriveYourAmbition #TeamWork,217,0,Mitsubishi,1mo,2022-06-07
"These past two years have been extremely challenging, with most of us facing unforeseen pressures externally and internally. On 22 March, our Victorian Area Sales Manager Denis Mahoney embarked on a six day ride from Mallacoota in East Gippsland to the Mornington Peninsula in the Ride for Relief event to raise money for mental health.Denis and the team of riders covered over 800 kilometres and raised over $145,000 for Mentis Assist, a not-for-profit organisation assisting clients living with a diagnosed mental illness. We want to congratulate Denis on not only his participation for this great cause, but also his contribution in making it a successful event!#mentalhealthawareness #fundraising #MitsubishiMotorsAustralia #DriveYourAmbition",87,0,Mitsubishi,1mo,2022-06-07
"The enduring Mitsubishi Motors Corporation ASX continues to shine in the Small SUV segment, recording 1,300 April 2022 registrations according to Federal Chamber of Automotive Industries VFACTS data.With edgy styling and impressive standard specification, the ASX ranked second in segment for April. It is currently ranked third in sales year-to-date.Learn more: https://lnkd.in/gqsYtjFa#automotive #sales #mitsubishimotors",59,0,Mitsubishi,1mo,2022-06-07
"Our planet is an incredible place and we all play a part in looking after it. Today on April 22, we celebrate Earth Day, a day where environmental issues are at the forefront. Here at Mitsubishi Motors Australia we are constantly looking to improve our products and minimise our environmental footprint. Our evolving Plug-in Hybrid EV fleet demonstrates our commitment to a greener future. #MitsubishiMotorsAustralia #DriveYourAmbition #EarthDay",67,0,Mitsubishi,1mo,2022-06-07
"Mitsubishi Motors Australia has opened 2022 in style with a strong sales performance throughout the first quarter, led by Triton.Thanks to the incredible efforts of our dealer network and supply partners, Triton had its best-ever March sales month, according to Federal Chamber of Automotive Industries.With 3,446 sales in March for Triton 4x4 models (also a March record) and an additional 362 units for Triton 4x2 models, Mitsubishi’s ‘Ute’ achieved a comfortable podium position in its segment – both for March, and for the 2022 calendar year to date.Over the first quarter, Triton’s Pick Up / Cab Chassis 4x4 market share has increased to 19.7%, from 12.2% for the corresponding 2021 period. In the 4x2 segment Triton sits at 11.7% share for the quarter, compared to 9.0% after 2021’s first quarter.#automotive #sales #network #australia",130,0,Mitsubishi,2mo,2022-06-07
"The Mitsubishi Motors Corporation Triton has long been a stalwart of the Mitsubishi model family, especially in Australia... and with the latest 22.5 Model Year updates, it's only getting better.“Triton is an enduring nameplate for the Mitsubishi brand,” said Mitsubishi Motors Australia CEO, Shaun Westcott.“Its reputation as a highly capable and reliable vehicle, combined with its wide array of accessory options and unmatched 10-year warranty, have ensured its ongoing success.“Whether looking for an everyday, rugged workhorse through to a fun family car, seeking adventure or just needing to ‘get there’, there is a new Mitsubishi Triton available to suit,” he said.All diesel Cab-Chassis models, as well as the GLX and GSR models, gain key updates to audio systems for an improved cabin experience.22.5MY Triton production commences in April, 2022, with first arrivals expected in the middle of 2022.Please contact your nearest Mitsubishi dealer for further information.#mitsubishi #ute #adventure",75,0,Mitsubishi,2mo,2022-06-07
