post,reaction_count,repost_text,repost,company,post_time,date_retrived
Congratulations to the 20 recipients of the Moon to Mars Demonstrator Feasibility grant. This $4 million funding boost aims to support Australian space researchers and businesses in developing new technologies for use in future NASA missions to the Moon and beyond. An exciting announcement by the Australian Space Agency and significant milestone in Australia's $150 million Moon to Mars initiative.#MoonToMars #SpaceMachines #OzSovereignCapability,10,"Today we reached an exciting milestone in our $150 million Moon to Mars initiative, with the announcement of our Moon to Mars Demonstrator Feasibility grant recipients. We're backing 20 projects with a $4 million funding boost for Australian space researchers and businesses. This grant program will help these organisations develop new technologies for use in future NASA missions to the Moon and beyond. From lunar rovers to development of a high performance propellant, these projects are leading examples of Australian capabilities that will drive continued growth and investment in our space sector. Read more: https://bit.ly/3xrew8b",1,Space Machines Company Pty Ltd.,1yr,2022-06-07
"This investment is a great achievement for Gilmour Space Technologies and showcases the continued growth and ongoing success of the space initiative within Australia. Being the first Australian customer to sign with Gilmour Space, we are delighted to be part of next year’s first commercial flight, a major milestone for Australia’s space story 🚀🛰George Freney Rajat Kulshrestha Adam Gilmour Peter Kinne FSSSI Space Industry Association of Australia Australian Space Agency#AusSovereignCapability #Space #Launch #TimeToGo",24,"Gilmour Space has secured A$61 million from global investors...to build our low-cost hybrid rockets and satellites, create more high-skilled jobs, broaden the global space supply chain, and launch small sats (and Australia) to orbit. 🚀  🛰Thanks to all our investors who see a future for humanity in space: Brett Rome, Fine Structure Ventures; Richard Baker & Blackbird; Martin Duursma & Main Sequence Ventures; Sonya Sawtell-Rickson, HESTA; David Elia, Sam SICILIA, Neil Stanford of Hostplus; NGS Super; Vishal Harnal & 500 Durians; Ryan Clinton & James J. Tennant of Ridgeline... and many more!#AllOrbitsAllPlanets ...here we come!News: https://lnkd.in/gfCz8ja",1,Space Machines Company Pty Ltd.,1yr,2022-06-07
"At the forefront of facilitating safe and sustainable access to low-earth orbit, LeoLabs Australia announced its sixth radar site.We are proud to be part of Australia’s ever-growing space industry and leading the way to groundbreaking space sovereignty. Rajat Kulshrestha George Freney LeoLabs Australia",8,"LeoLabs is excited to announce the location for their sixth radar site. The West Australian Space Radar (WASR) will provide a strategic location for tracking satellites and space debris in the Southern HemisphereTerry van Haren (Managing Director, LeoLabs Australia) and Dan Ceperley (Co-Founder and CEO LeoLabs Inc) discuss LeoLabs' extraordinary mission as the mapping and SSA platform for Low Earth Orbit, and highlight the ground-breaking expansion of LeoLabs' network into Australia. The significance of this site to Australia's burgeoning space industry cannot be overstated and LeoLabs Australia is excited to be at the forefront of facilitating safe and sustainable access to low earth orbit in the Indo-Pacific and around the globe.",1,Space Machines Company Pty Ltd.,8mo,2022-06-07
SpiralData is looking forward to showcasing our AI/ML algorithms in asset-rich organisations at the Hype Vs Reality event run by Showcase SA next week. Attendees can book a complimentary initial consultation in the breakout room. To find out more visit: https://bit.ly/2YEPBla#showcasesa #ai #machinelearning #events #adelaide #businessdevelopment #awscloud #amazonwebservices https://lnkd.in/gb2PS73K,9,"The value of data lies not in the data itself, but in the decisions that it shapes.Event sponsor SpiralData is a multidisciplinary team of strategically-minded data scientists, machine learning engineers and technologists. We are driven to support decision-makers by creating contextual intelligence from complex data, giving them a strong decision advantage.All Hype Vs Reality attendees can book a complimentary initial consultation in the breakout room. To find out more visit: https://bit.ly/2YEPBla #showcasesa #ai #machinelearning #events #adelaide #businessdevelopment",1,SpiralData,7mo,2022-06-07
We're hiring!,14,We're hiring!Solve 'new ground' problems using AI / ML in our growing company. Work on exciting projects in water and food. Adelaide-based with flexible working conditions and competitive salary. Apply below.#hiring #ai #artificialintelligence #ml #machinelearning #water #food SpiralData #adelaidejobs,1,SpiralData,8mo,2022-06-07
Windback Weds is a thing!SpiralData Tonsley Innovation District using machine learning to optimise assets. #innovation #machinelearning #utilities #waterindustry #predictivemaintenance #predictiveanalytics,6,"It's Windback Wednesday... Pleased to reshare this fantastic video about SpiralData, a cloud based, data analytics company, residing in Adelaide’s Tonsley Innovation District and has access to GigCity Adelaide's Fast Internet. We had the pleasure of collaborating with SpiralData, Tonsley and Riley Scott Creative to create this video to share their story and explain how the fast internet, unlimited bandwidth and reliability of the GigCity connection underpins, and is crucial to, making real time, accurate data based decisions, which in turn enables their customers to work smarter, act quickly and reduce risk and cost.https://lnkd.in/d583Tqf",1,SpiralData,11mo,2022-06-07
"This week, our Founder Rachel Kidwell is taking part in one of FINSIA (Financial Services Institute of Australasia)'s most popular networking events: speed mentoring!Rachel will join senior leaders Adam Grocke, Laurel Dixon, Enza Ferraro, Peta Brown, Robin Sands and an incredible lineup that includes Loretta Reynolds, Bruce Speirs, Dr Nick Takos, Brendan Rinaldi and Joseph Mercorella.Thursday 2 September, 5:30pm, Adelaide. To find out more and register, visit: https://bit.ly/3k6Q46Q",4,"Six more senior leaders are ready to share their advice with FINSIA members and guests at our unique speed mentoring Current and Future Leaders event in in South Australia next week. Rachel Kidwell, TCPinpoint Founder; Adam Grocke, Sherlok CEO; Laurel Dixon, Special Advisor Tax Transations & Accounts at KPMG; Enza Ferraro, State Head Customer Care WA/SA; Peta Brown, State Manager, Home Lending BankSA and Westpac SA/NT and Link4 CEO Robin Sands join a fantastic line up that includes Loretta Reynolds, Partner, Markets & Chair Thomson Geer; Bruce Speirs, Executive, Business Banking, Bendigo and Adelaide Bank; Dr Nick Takos, Board Member, Adelaide Crows and Lecturer UniSA Business; Brendan Rinaldi, ANZ Head of Health - Corporate and Institutional Banking; and Joseph Mercorella, Lumary CEO. Find out more and register for what is one of FINSIA's most popular networking events. Full details here https://bit.ly/3k6Q46Q",1,TCPinpoint,10mo,2022-06-07
"Our COO, Ben Colley, will be talking at the Entrepreneurial Talks event this afternoon at 4pm at Stone & Chalk. If you are around, come and join us!",2,"It's your last chance to grab tickets to our free Entrepreneurial Talks event this afternoon, 4pm AEDT online, or 4:30pm ACST in our Adelaide hub.Join us as leading entrepreneurs and innovative thinkers Josh Usher (11point2) and Ben Colley (Teamgage) sit down in a fireside chat where they will discuss the power of startups and how they can make fundamental changes to society.Tickets are free but registration is essential: https://hubs.ly/Q018XWjf0",1,Teamgage,1mo,2022-06-07
"We are excited to host Emma Lo Russo, CEO of Digivizer and goto.game, in our next Team Engagement Live on Tuesday 29th at 1 PM (NSW, VIC, ACT). Join us to learn how she engaged her team as a sole founder & CEO to transform the company in a leading brand.The interview only lasts 20 minutes, so come lunch and learn - it's free!Register here:https://lnkd.in/dBdG9t9H#leadership #teamengagement",6,"I hope you can join me at Teamgage on the 29th of March. I'll be in conversation with Co-Founder Noelle Smit to discuss all things engagement, leadership, and teams related.A relaxed lunchtime session to inspire and make us all think! See you there from 1pm (AEDT).Register now for free!#leadership #teamengagement #webinar",1,Teamgage,2mo,2022-06-07
"It made our week too, Noelle!",3,"Feedback from a customer this week:""You guys prompt us to do better things with Teamgage. I wouldn't know what to do without you!"" Love this, made my week! This is what it is all about making it easy for teams to grow a little bit better every day.So proud of the team I get to work with every day delivering these outcomes.Well done specifically Madison O'Brien Janet Langley on this one. 👏👏👏",1,Teamgage,6mo,2022-06-07
"Screens can hide more than just messy work spaces...In the new world of hybrid work, it is easy to miss the signs of emotions your friends and co-workers could be feeling.💬 Reach out to let them know they're not alone. 💬Remember: if you need a tool to start meaningful conversations with your team, we are here to help 🧡💛#RUOK #RUOKDay #aretheyreallyOK",9,"R U OK? 💛It’s R U OK?Day and we’re calling on everyone to check in with the people in their world and ask if they’re really OK, not just today but every day.The ups and downs of life can affect each of us differently. Sometimes it won’t be obvious that someone is struggling, but having the support of family, friends and close colleagues can help those close to us better navigate the challenges that come their way. Don't wait until someone is visibly distressed or in crisis to ask them how they're really going. Make a moment meaningful and ask, ""are you OK?"" because your conversation could change a life. If you want to support someone but aren’t sure where to start, follow these four steps: ASK R U OK? – Pick the right time and place and ask them how they're going.LISTEN – Listen with an open mind and without judgement. ENCOURAGE ACTION - Encourage them to do something that might lighten the load.CHECK IN – Remember to check in again soon. Your ongoing care and support can make a difference.  Are they really OK? Ask them today.Learn how to ask at www.ruok.org.au/how-to-ask#RUOK #RUOKDay #aretheyreallyOK",1,Teamgage,9mo,2022-06-07
"So much of our mental wellbeing is linked with our immediate team, relationships and support network. This will be a fascinating discussion! #teamgage #wellbeing #culture",5,"What an amazing chat we had today with Julia Steel and Noelle Smit!Join us for the next episode where we chat to 💥 Chris Wilson, Remote Chief Wellbeing Officer and Stress Scientist!𝟭𝟱𝘁𝗵 𝗼𝗳 𝗠𝗮𝗿𝗰𝗵 | 𝗭𝗼𝗼𝗺 | 𝟭𝗽𝗺 (𝗔𝗘𝗗𝗧)Since these sessions are only 20 minutes, you can tune in while having lunch!We hope to see you there!#leadership #teamengagement #event",1,Teamgage,3mo,2022-06-07
How are you taking care of your people?Here's some actions we're encourage our leaders at Teamgage to take:- Foster social connections- Show empathy- Go out of your way to help- Encourage people to talk to you – especially about their problemsShare your thoughts on the comments below 👇#leadershipdevelopment #teamengagement #hr,3,"When we take care of our people, our people take care of our business.",1,Teamgage,1yr,2022-06-07
"How tech can be a team leader's wingman?Our co-founder and CEO Ben Smit joined the transformation specialist Angelo Saridis in the recently launch podcast The Work podcast, which explored new ways of working. A few things you’ll learn about:➤ Thinking about culture and employee engagement as a bottom up dynamic➤ Leadership setting principles, teams being enabled to deliver➤ Explosion of HR tech➤ Making space for failure and learning  ➤ Innovation culture➤ The role of trust in team performance➤ Applying agile thinking to culture and staff engagement➤ Continuous improvement and how it can be applied to team performanceListen the full episode: Website: https://lnkd.in/gXQC9kj Apple Podcasts: https://lnkd.in/gNUN2qS#teamengagement #employeeengagement #companyculture #leadershipdevelopment",4,"EPISODE 4 IS OUT NOW!In this episode of The Work podcast, Angelo speaks with Ben Smit about teams and the many different ways to enable their engagement, support continuous improvement and work on culture as a bottom up exercise. Ben is one half of the husband and wife team who have founded Teamgage, software that builds employee engagement by regularly collecting team feedback while empowering teams to take action on their own results and select metrics that are relevant to the team at the team level.  This conversation focuses on thinking about culture and employee engagement as a bottom up dynamic while applying agile and continuous improvement thinking, enabling teams to thrive and perform at their best. Ben is a seasoned entrepreneur having also previously founded UniOne, software which takes the hassle out of managing student organisations and activities, improves services to students and provides tools to better engage the student body. Teamgage also won the Best Smart Business category at the City Awards 2019 hosted by Adelaide City Council and Business SA.  We hope you enjoy this episode. Please click below to listen and throw us a rating and review. Website: https://lnkd.in/gXQC9kj Apple Podcasts: https://lnkd.in/gNUN2qS #theworkpodcast #organisationalculture #leadership #employeeexperience #employeeengagement #futureofwork #workmatters #complexity #leadership, #humanresources #peoplematters #hrtech #continuousimprovement #agile #teamgage #teamwork",1,Teamgage,11mo,2022-06-07
"We’re proud to be a founding member of InterRetail - LGBTQ+ network for the retail industry – a new visible network of retailer employers who inspire and drive positive social change for our LGBTQ+ communities. InterRetail advocates to establish safer spaces and best practices so that retail employees, customers, and communities can show up as their best selves every day and know that they are 100% accepted and embraced. Its network expands to more than 400,000 people employed across leading Australian retailers including Ampol, Australia Post, Coles Group, Endeavour Group, Metcash, Officeworks, Optus, TPG Telecom and Woolworths Group. We believe in a workplace where our employees, customers and wider community can be proud of who they are and know that we’re proud to stand alongside them. We are honoured to be a part of a retail network committed to driving positive change for LGBTQ+ people right across Australia. To learn more about InterRetail, follow along via LinkedIn or Instagram:https://lnkd.in/d_2AtqxPhttps://lnkd.in/daQt35Th#InterRetail #LGBTQ #BeYouYouBelong",32,"The retail sector employs and touches every community and individual in Australia, directly and indirectly. There aren't many industries that have the reach or presence in everyday life that retail does.Because of this reach, there is a unique opportunity for retailers to positively impact our LGBTQ+ employees and the communities in which we operate.InterRetail has five key objectives, delivered across four focus areas.#interretail #retail #lgbtq #inclusion",1,TPG,2w,2022-06-07
"We are so proud of our people for banding together to support the community through Australian Red Cross Lifeblood last year, with 409 blood donations made under the TPG Telecom team in 2021. Given one donation = three lives saved, this equates to 1,227 lives saved! Australian Red Cross Lifeblood is asking people to donate blood this month if they’re feeling well. With so many donors isolating or unwell, only one in two appointments to donate blood are being attended.Thank you to all of our people who donated under our Lifeblood Team last year – let’s make 2022 even bigger!",61,"If you’re feeling well, please donate blood this week.With so many donors isolating or unwell, only 1 in 2 appointments to donate blood are being attended.If you can’t find an appointment that suits you, please keep checking – appointments are opening up all the time; or if you're near a donor centre, drop in. If you can’t donate, please help us to reach more potential donors by sharing our post. https://lnkd.in/gRSHR4c8",1,TPG,5mo,2022-06-07
"How cool is this! Our Head of Product - Enterprise and Government, Tom Sykes, harnessing the power of our brand-new SD-WAN solution to power over 80,000 synchronised lights on his house this Christmas.",79,"Many of you know that my family and I go ""all out"" each year with Christmas lights, and this year is no exception.However, any major Christmas light display with over 80,000 synchronised lights is only as good as the technology and security which underpins it - many are surprised how much network infrastructure really is needed!Low latency, high bandwidth and edge security are essential to delivering a lighting display that does not miss a beat.This year we are introducing FTTT - Fibre to the Tree. I believe this is truly a first in Christmas lighting, the all fibre backbone and IP based control ensures a perfect connection with the cloud based lighting application across both NBN and 5G connections. One must also be conscious of security risks, with your local cyber-grinch ready to take down your display.As part of recently launching the TPG Telecom Fortinet Secure SD-WAN solution, it occurred to me that the Christmas light display was an ideal and demanding environment to put the platform through its paces!Thanks to our valued partners at Fortinet, Wavelink AU and Nokia for their support through the year. Last year we raised $4,700 for Foodbank Victoria, and this year we're supporting the Starlight Foundation. If you'd like to support us this year, please visit: https://lnkd.in/d_wuQTzGIlan Rubin Tim McCleave Brian Maya Alex Jacob Neels Janse van Vuuren Simon Stringfield",1,TPG,6mo,2022-06-07
"We have partnered with Nokia for service providers to become the first network operator in the Asia Pacific region to deploy a 5G femtocell in a live network! The Nokia Smart Node is the latest product we are deploying as part of our smarter and stronger 5G network. As a simple, cost effective and seamless ‘plug and play’ solution, it provides indoor 5G coverage for small and medium businesses and corporate branch offices.  We will be rolling out Nokia’s Smart Node solution to selected enterprise customers in the coming months and we are excited about the possibilities this will enable for businesses across the country.  #5G #innovation",62,"We are proud to deploy the first live #5G femtocell with TPG Telecom in Asia Pacific region. Delivering high-quality coverage, low latency and reliability, the solution will provide solid 4G and 5G connectivity for the demanding use cases expected by TPG Telecom’s enterprise customers. Learn more in our press release: https://lnkd.in/dThXCHvb",1,TPG,7mo,2022-06-07
We are so proud of all the incredible work our Inclusion and Belonging team and LGBTQI+ Connect Committee do across our family of brands to ensure that all our people are comfortable to be their authentic selves at work. Check out this insightful article on the work our teams are doing to ensure LGBTQI+ women in our organisation are visible and confident to proudly own who they are without fear of prejudice.#inclusionandbelonging #LGBTQI+,30,"At Vodafone, we are determined to ensure that everyone can bring their authentic selves to work. We recognise that LGBTQI+ women have faced challenges in the past and are committed to breaking down stereotypes and opening gates for LGBTQI+ women to be open in the workplace.  Both Jade and Emma are dedicated Leads on our LGBTQI+ Connect Committee. We’re proud of Jade and Emma’s contributions and for being visible LGBTQI+ female role models to the wider business. To read more, check out our RedWire article here:https://lnkd.in/gjHusp2U",1,TPG,6mo,2022-06-07
Our CEO Iñaki Berroeta was delighted to outline Australia's 5G future at Australian Communications Consumer Action Network (ACCAN)'s 2021 conference.#internetofthings #5G #innovation,108,"Thank you to ACCAN for the invitation to speak about the future of 5G at ACCANect 2021. Throughout my career, I’ve seen firsthand the huge advancements in technology from the first generation of mobile right through to 5G today. People often ask me: What’s so special about 5G?  Apart from supporting the evergrowing needs of data-hungry Aussies, especially those of us who love gaming and media streaming, what is truly exciting about 5G is it will help reshape the world around us by connecting billions of “things.” From smart meters, counting livestock and sensors that can detect leaks and monitor water levels in pipes to smart fridges and even beer kegs, 5G will make life more productive for millions of us. At TPG Telecom we’re rolling out an advanced 5G network, switching on 100 new 5G sites each month. By the end of this year, our 5G network will reach 85% of the population in ten of our largest cities and regions. Read my speech here (https://lnkd.in/gR44tfBn)  #5G #internetofthings #technology #innovation",1,TPG,9mo,2022-06-07
"TPG Telecom’s CEO Iñaki Berroeta makes an announcement about how our new Nokia 5G standalone network, with our 700MHz spectrum, will deliver an even great customer experience through expanded outdoor and indoor 5G coverage. #technology #innovation #connectivity",158,"Today in partnership with Nokia, we launched the world’s first live 5G standalone 700MHz service.  As we increase the roll out of 5G sites across Australia, our 5G standalone network will help us deliver wider outdoor, and deeper in-building 5G coverage. We are achieving these key milestones to bring our 5G service to 85% of the population in the top six cities by the end of this year.https://lnkd.in/gMPpsXr #technology #innovation #connectivity #ceo",1,TPG,1yr,2022-06-07
"Hot on the heels of announcing our $4.8 million contract to refresh and update Adelaide’s free, public Wi-Fi network - we now have the very first speed test on the network! Our own Chris Russo joined Communications Minister Paul Fletcher who clocked speeds of 80 megabits per second on one of our newly installed access points in Adelaide CBD while he was in town yesterday to announce the new network. We begin the rollout proper early next year and look forward to unleashing its full capability when it’s completed towards the end of 2022.",91,We’re connecting Adelaide with high-speed WiFi 📡I spoke to Lord Mayor Sandy Verschoor and TPG’s Chris Russo in Rundle Mall after trying out the new high speed wi-fi network — being delivered by TPG Telecom in a $4.8m contract under the #AdelaideCityDeal.What does this mean South Australians and visitors to the city? Watch here 🎥👇🏻,1,TPG,6mo,2022-06-07
"Our General Manager, Strategy & Architecture, Easwaren Siva, shares his views with DGIT Systems on how companies can introduce training and culture change to help their employees on the digital transformation journey.#technology #leadership #employeeexperience #telecommunications #tpgtelecom",37,"“It’s the culture that help employees understand a new way.”Easwaren Siva, General Manager Strategy & Architecture at TPG Telecom, discusses the importance of a supportive company culture in a Digital Transformation journey.TM Forum Local Event: Sydney, 3rd May 2021.#digitaltransformation #changeculture #tmforum",1,TPG,1yr,2022-06-07
Congratulations to the City of Holdfast Bay! 🎉🌱#sustainability #localgovernment #leadership #environmental #southaustralia,5,"We are pleased to announce the City of Holdfast Bay won the LG Professionals SA 2022 awards, Excellence in Environmental Leadership and Sustainability for the “Driving Landfill Reduction Through Weekly FOGO Collection Trial”.Shani Wood Michael de Heus #sustainability #localgovernment #leadership #environmental",1,Trellis Technologies,1w,2022-06-07
"Before today's political polarization over climate change, and even before the American Civil War, American scientist Eunice Foote conducted a simple experiment that uncovered the root cause of today's climate change crisis 🌏Foote has played a fundamental role in our understanding of global climate change. However, despite her unambiguous warning regarding basic science 165 years ago, the earth's surface continues to warm. There is no better time than now, to speed up your sustainability journey🌱#womeninscience #climatechange #sustainability",5,"Eunice Foote was a remarkable woman; in 1856 (ALMOST 170 YEARS AGO) she published the findings of her study on the effect of carbonic acid gas (ie carbon dioxide gas) on the absorption of the sun's rays. She concluded that :""An atmosphere of that gas would give to our earth a high temperature"". Eunice Foote performed a simple experiement using a series of glass bell jars; one set contained air the other carbon dioxide. Using a simple orthogonal design she exposed these to light from the sun (shaded and unshaded). For those not keen to read the actual paper here is the key bit of text ...""The highest effect of the sun’s rays I have found to be in carbonic acid gas. One of the receivers was ﬁlled with it, the other with common air, and the result was as follows:[This data table shows temperature in degrees F]-----------------------------------------------  In common air       | In carbonic acid gas  ----------------------|------------------------In shade |    In sun   |    In shade   |   In sun ----------|-----------|--------------|----------  80        |        90     |           80      |      90      81        |        94     |           84      |    100  80        |        99     |           84      |    110  81        |      100     |           85      |    120----------------------------------------------- The receiver containing the carbonic acid [ie carbon dixoide] gas became itself much heated - very sensibly more so than the other -and on being removed, it was many times as long in cooling. An atmosphere of that gas would give to our earth a high temperature; and if as some suppose, at one period of its history the air had mixed with it a larger proportion than at resent, an increased temperature from its own action as well as from increased weight must have necessarily resulted.On comparing the sun’s heat in different gases, I found it to be in hydrogen gas, 104° ; in common air, 106°; in oxygen gas, 108° ; and in carbonic acid gas, 125°.""Apart from a shout-out to all the wonderful #womenandgirlsinscience this pioneer also deserves a special place in our thoughts as one of the early pioneers who revealed the fundamental physical principles that drive our current concerns about global climate change. The link to the original paper that appeared in The American Journal of Science and Arts is provided:",1,Trellis Technologies,3w,2022-06-07
"Business decisions have a massive impact on our planet. To combat this, one of our fantastic clients, Flinders University have embedded sustainability into their MBA's 🙌And putting their own lessons into practice, soon all campuses will be 100% renewable - We love to see it! 🌱🌏",8,Flinders new MBA…Sustainability/Net Zero embedded in business decisions!#sustainability #business #mba #flindersuniversity #netzero #sdg #unitednations,1,Trellis Technologies,1mo,2022-06-07
Does a sustainable technology driven economy in Australia sound good to you? We think so! Ready to speed up your sustainability journey? Let’s go👊#sustainability #techforgood #lotfourteen #stone&chalk,3,"Another day, another collaboration coming out of Lot Fourteen which not only offers economic outcomes but environmental ones too 🌳🍁Stone & Chalk have partnered with startup Trellis Technologies Pty Ltd who are helping the national startup and scaleup hub become carbon neutral. Trellis's smart SaaS platform plans, tracks and drives ESG and Net Zero goals using advanced machine learning and a complex algorithm which automates the capture, extraction and consolidation of a company’s transactional data. With net-zero commitments reshaping Australia’s corporate landscape, it's great to see Stone & Chalk using home-grown tech to lead the charge on sustainability initiatives. https://lnkd.in/guGU5-Ka#carbonneutral #environment #ESG #startup #FIXEeffect #climatechange #innovationdistrict",1,Trellis Technologies,1mo,2022-06-07
Huge congratulations to Stone & Chalk for becoming certified 100% carbon neutral by Climate Active! We are proud to be a part of your net-zero journey,6,"At the Stone & Chalk group, we're so proud to be certified 100% carbon neutral by Climate Active.CEO Michael Bromley says of the certification ""Stone & Chalk has been carbon-neutral for some time, and now with the addition of AustCyber - The Australian Cyber Security Growth Network Ltd, we can proudly say that the entire group is now carbon neutral. This is important for us as we strive to transform Australia into a sustainable technology driven economy.""",1,Trellis Technologies,3mo,2022-06-07
none,2,"Trellis is growing! Our recruitment drive is in full swing, and we'd love to talk to talented people to join us on our mission to speed up the sustainability journey of government and businesses in Australia. We are looking to fill two full time positions:⭐️Customer Success ManagerRead More / Apply here👉 https://lnkd.in/gtrYPUKy⭐️Lead Software EngineerRead More / Apply here 👉 https://lnkd.in/gNagQkGS#sustainabilityjobs # #softwareengineer #adelaidejobs",1,Trellis Technologies,3mo,2022-06-07
none,60,"This is a 20 Litre Volumetric Display. (The largest of its type in the world). It sounds strange to quote the size of a display using liters or gallons, but like any real-world object,  the data in a Voxon Photonics display occupies a physical space, in this case a cylinder that is 46cm in diameter and 12cm tall.  It has a resolution of about 103M Voxels.The content in the video was created in Blender and Unity.An average volume is comprised of about 5M voxels.You can write your own programs using our SDK and use any input device you wish ( Leap Motion, Kinect, SpaceNav, Joysticks, Game Controllers, Keyboard etc )With unlimited viewing angles and no requirements for 3D glasses, the creative opportunities are endless.Video Gaming, Video Jukeboxes, Theme Parks, Escape Rooms, AI Chatbot,  3D Sport, Product Adversiting, E-Sports.... What would you do with one?   #creative #entertainment #3drendering #future",1,Voxon,1mo,2022-06-07
none,12,"What is it about pinball machines that are so fascinating? The curved rails, the sounds, the lights, the thump of the servos as they smack the steel ball, the artwork... or maybe a combination of all of the above ?Blender is a great tool for rapid prototyping game concepts. I wanted to see how a pinball-inspired experience might look and work on our Voxon Photonics VXR prototype. It took me about an hour to build this physics-based simulation and about 2 minutes to export it to an OBJ sequence to run on the VXR Display.I think a circular pinball table could be fun. The game area could even scroll vertically, and being digital, could morph from one structure to another.  The VXR is our largest working prototype display, at 46cm in diameter and 12cm deep, running at 30 VPS. It has maximum rendering output of around 3 Billion Voxels / Sec and is powered by an Intel Corporation 11th Gen Core i9 processor. VXR Displays can be integrated into your own enclosure or supplied with a range of form factors.For details, please email contact@voxon.co#volumetric #creative #3danimator #pinball #future",1,Voxon,1mo,2022-06-07
https://lnkd.in/gQtuyvxt,7,"It's hard to ignore all these speculative articles about what the Metaverse will be. There appears to be no shortage of ""experts"" on hand, each with their own take on what the future has in store. I'm definitely NOT a metaverse expert, but I do think about the future of technology a lot, and what I find hard to ignore is the striking similarity to where we were back in 1990, when the last ""Metaverse"" was being imagined. The infrastructure was all in place, PCs, modems, networks, all globally connected and awaiting the next ""big thing"". Then along came AOL, Prodigy and Compuserve, each with their own version of a digital utopia.... where, for a monthly subscription you could gain access to vast repositories of news, entertainment, sport and forums, and best of all, it was neatly arranged, and curated so you didn't get lost.This ""walled garden"" approach was hugely successful...at least for a while...  Eventually, however, people decided that life inside the walled garden was a bit sterile, and lacking in diversity, and they started leaving to explore the vast expanse that lay outside it.  That vast expanse became the internet, a place that connected people of all ages, races, religions, nationalities, and it allowed those people to express themselves creatively in any way they wished. Of course, with that freedom there came bad things, viruses, internet fraud, spam and criminals who hid in the shadows doing nasty things. But..... the internet adapted, and tools were created to keep people safe. So here we are again, 30 years later, and the next generation of infrastructure exists with which to build the next metaverse, which popular media will tell you is an immersive world where you can do anything, be anyone, go anywhere, and all the time have access to all the information in the world. Facebook, (aka Meta) has now made it clear that they are building the first walled garden, just like AOL did 30 years ago. It will probably be really popular for a while....until Epic or Microsoft or Google or Snapchat launch their version. People will flit from one metaverse to another, seeking out the best bits of each. Photoreal vs cartoon, augmented vs immersive, business vs pleasure....My best guess is that 10 years from now, we will still have the internet, but there will be multiple ways to explore it, including VR, AR, Mixed Reality, Autostereoscopic displays, regular 2D displays, volumetric displays and even just audio. There will be numerous social media, gaming, sporting and business platforms, each with their own ""Monoverse"".The internet exists as it is today because it has evolved to suit the individual needs of over 4.6 Billion people. It's an incredible thing... and whilst it will keep evolving (better coding standards, increases in bandwidth, IOT integration, greener infrastructure, AI, better searching, better security, blockchain, virtualized everything) , I think it will remain largely the same, which is a good thing!",1,Voxon,7mo,2022-06-07
none,52,"This image shows why I believe that volumetric displays are an essential part of the 3D ecosystem. Technology should enhance creativity and understanding, it should entertain and inform, it should be inclusive and easy to understand, it should communicate ideas and start conversations, but most of all, it should bring people together and put a smile on their faces. Voxon Photonics is laser focused on creating ""digital campfires"", experiences where people gather around an interactive 3D experience. The possibilities are endless...For more information - please visit www.voxon.co #volumetric #future #creativity #entertainmentindustry #3D",1,Voxon,8mo,2022-06-07
none,19,"Over the last 5 years, I've met so many wonderful people in different parts of the world.  San Francisco, Austin, London, Madrid, Sydney, Singapore, New York, Tokyo, Shanghai, Sydney, Melbourne and Mt Gambier!  Despite the cultural differences, and language barriers,  each trip has reinforced the fact that technology, when implemented well can bring people closer together, inspire, educate, start conversations, empower and entertain.. As we enter another COVID lockdown, I look forward to a time when travel is once again possible and we can introduce Voxon Photonics to other parts of the world. Where to next?#creative #volumetric #technology #travel",1,Voxon,11mo,2022-06-07
none,41,"The VX1 from Voxon Photonics is a volumetric computer. It comes pre-loaded with loads of exciting apps and coding examples. Create your own content with Unity or Blender or download content from popular 3D content sites. Out of the box you can do the following....View 3D files (OBJ, STL, PLY, DICOM),  Explore a 3D earth model, play games, record and play volumetric video ( requires Kinect or RealSense ), create Unity apps, connect to Blender, Simulate gravity and much more.....https://lnkd.in/gQ2avx8#innovation #creative #future",1,Voxon,1yr,2022-06-07
https://lnkd.in/guj9UrR9,16,"This week we've been experimenting with sharing a Volumetric UX over the internet using the UDP protocol, enabling two networked Voxon Photonics VX1 volumetric displays to be connected remotely.  Both the client, and the remote user can control the scene with the position, rotation and scale being mirrored between them.  We can think of numerous use cases for this type of functionality including medical data analysis, education, metallurgical inspection, engineering review, communication, gaming and much more.What would you use it for? To find out more about the VX1 please visit https://lnkd.in/gQ2avx8#creative #future #volumetric #metaverse #remoteworking",1,Voxon,4mo,2022-06-07
https://lnkd.in/gZEq6Cr3,47,"Anybody who has every used Blender will instantly recognise this familiar face.  Whilst most 3D programs have a list of primitive shapes that include spheres, cubes and cones, Blender has a monkey head called Suzanne.The model was created by  Willem-Paul van Overbruggen and is basically a slightly more complicated three-dimensional mesh than most primitives, consisting of 500 faces.In cased you were wondering....Suzanne was named after the orangutan in Kevin Smiths 2001 movie ""Jay and Silent Bob Strike Back"".Thankfully Suzanne didn't mind being used to test the Voxon Photonics VX1 Blender plugin, a utility that enables real-time volumetric mesh editing on a Voxon 3D display.For immediate inspiration please head over to https://voxon.co/news/ To order a VX1, please email contact@voxon.co to get a quote. #creative #future #volumetric #edutech",1,Voxon,6mo,2022-06-07
