post,reaction_count,repost,company,post_time,date_retrived
"⚠️ 𝗛𝘆𝗯𝗿𝗶𝗱 𝗘𝘃𝗲𝗻𝘁 𝗔𝗹𝗲𝗿𝘁: 𝗵𝗮𝘃𝗲 𝘆𝗼𝘂 𝗯𝗲𝗲𝗻 𝘄𝗼𝗻𝗱𝗲𝗿𝗶𝗻𝗴 𝗵𝗼𝘄 𝘁𝗼 𝗲𝗻𝗮𝗯𝗹𝗲 𝗵𝘆𝗯𝗿𝗶𝗱 𝘄𝗼𝗿𝗸 𝗮𝘁 𝘀𝗰𝗮𝗹𝗲? ⚠️Join our co-founder Ben Smit and DXC's Kevin Jury as they unpick hybrid working and the challenges teams will face in the near future.Let's deep dive into:Enhancing connection and ownership in your teams Faster, data-driven decision making Adapting and improving at every levelWhen? 23rd September, 3PM (ACST)Register now: https://lnkd.in/gCqiycBg🙋‍♀️ Attend this event in person or the virtual space! 💻#leadership ##itsmfaustralia #itmanagement #strategy",15,0,Teamgage,9mo,2022-06-07
"👉🏼 𝗪𝗵𝗼 𝗶𝘀 𝗿𝗲𝘀𝗽𝗼𝗻𝘀𝗶𝗯𝗹𝗲 𝗳𝗼𝗿 𝘁𝗵𝗲 𝗰𝗼𝗺𝗽𝗮𝗻𝘆 𝗰𝘂𝗹𝘁𝘂𝗿𝗲?According to Harvard Business School, a new culture-building approach is already in place at some organizations, one in which everyone in the organization is responsible.Shared responsibility for culture throughout an organization involves different people and functions within the organization playing different roles in developing and maintaining the culture.Learn more ➡️ link in the comments#companyculture #hr #leadership",4,0,Teamgage,8mo,2022-06-07
"💕 𝗗𝗮𝘁𝗲 𝘆𝗼𝘂𝗿 𝘁𝗲𝗮𝗺 💕 𝟮 𝗮𝗰𝘁𝗶𝘃𝗶𝘁𝗶𝗲𝘀 𝘁𝗼 𝗯𝗼𝗼𝘀𝘁 𝘆𝗼𝘂𝗿 𝗰𝘂𝗹𝘁𝘂𝗿𝗲!Team building days are a brilliant way to get your teams together. As well as learning more about employees, team building can boost your culture and energy. At Teamgage, we aim to have one every quarter.Keeping teams engaged and open can be difficult, so here are two fantastic ideas we tried out last week!1: Team speed dating ⏱Keep your team on their toes by setting up stations with a bowl full of questions. Set a timer and rotate your employees so everyone gets some ‘date’ time.Tip: Keep the questions light, but quirky to allow for maximum enjoyment and participation.2: Wine tasting 🥂One of the best ways to build a bond with a team is to learn something together. Treat yourselves by making that something fun!Tip: Make sure you check if all employees drink and, if they don’t, give them something else to try.#culture #employeeengagement #innovation",20,0,Teamgage,9mo,2022-06-07
👉 𝗛𝗼𝘄 𝗱𝗼 𝘆𝗼𝘂 𝗲𝗻𝗴𝗮𝗴𝗲 𝘆𝗼𝘂𝗿 𝗵𝘆𝗯𝗿𝗶𝗱 𝘁𝗲𝗮𝗺𝘀 𝗲𝘃𝗲𝗿𝘆 𝘀𝗶𝗻𝗴𝗹𝗲 𝗱𝗮𝘆?➡️ Start the day with a 15 min online standup meeting➡️ Have a chat tool like Microsoft Teams to make communication easier➡️ Check in every now and then to see if the team member is doing alright➡️ Take a break together and have some fun over a virtual coffee➡️ Let people now when you are done for the day #teamengagement #leadership,7,0,Teamgage,9mo,2022-06-07
"⚠️ 𝗔𝘁𝘁𝗲𝗻𝘁𝗶𝗼𝗻: 𝘁𝗵𝗶𝘀 𝗽𝗼𝘀𝘁 𝗰𝗼𝗻𝘁𝗮𝗶𝗻𝘀 𝘄𝗼𝗿𝗸𝗽𝗹𝗮𝗰𝗲 𝘁𝗮𝗯𝗼𝗼 ⚠️ 𝗟𝗲𝘁’𝘀 𝘁𝗮𝗹𝗸 𝗮𝗯𝗼𝘂𝘁 𝗽𝗲𝗼𝗽𝗹𝗲 𝘁𝗵𝗮𝘁 𝗹𝗲𝗮𝘃𝗲 𝘁𝗵𝗲 𝗯𝘂𝘀𝗶𝗻𝗲𝘀𝘀? 𝗛𝗼𝘄 𝗱𝗼 𝘆𝗼𝘂 𝘀𝗮𝘆 𝗴𝗼𝗼𝗱𝗯𝘆𝗲? 👋🏼 Last week we farewelled our Head of CS legend, Damian Reed - and it was an example of a healthy business culture that lost a great worker. Since then we’ve been reflecting on why people might leave an organisation.  ✅ Sometimes it’s for positive reasons, and can’t be avoided. ▪️ Their priorities change▪️ They want to get out of their comfort zone ▪️ They decide to pursue another career▪️ They want to work for a bigger/smaller organisation▪️ They need a break to focus on family 𝗧𝗵𝗲𝘀𝗲 𝗮𝗿𝗲 𝘂𝗻𝗱𝗲𝗿𝘀𝘁𝗮𝗻𝗱𝗮𝗯𝗹𝗲 𝗿𝗲𝗮𝘀𝗼𝗻𝘀 𝘁𝗼 𝗹𝗲𝗮𝘃𝗲. But sometimes the work environment is a factor. And how do you know that?  Ask yourself: ➡️ Does the organisation have a high turnover of staff?➡️ Is there evidence of people feeling comfortable to speak up and raise issues?➡️ Do leaders listen and act on team feedback? People need to be treated with respect, kindness and fairness from the moment they are welcomed to the moment they leave.  Like we did with Damian Reed. All the best, legend! #businessculture #leadership #humanresources",75,0,Teamgage,9mo,2022-06-07
"How challenging it is to maintain your corporate culture when people work remotely?In this recent interview with Sven Smit from McKinsey & Company, he mentions that culture may be the factor people are most concerned about in the post-pandemic era. More than 70% of executives tell they expect to continue some form of hybrid remote work, where you allow full-time or part-time work from home for selected staff. Some companies are migrating training or related events to online models.Learn more about it ➡️ link in the comments#remotework #humanresources",7,0,Teamgage,10mo,2022-06-07
"𝗪𝗘 𝗔𝗥𝗘 𝗛𝗜𝗥𝗜𝗡𝗚!Do you know anyone that has what it takes to be our next Head of Customer Success legend? ❤️ Passionate about customers💻 Loves driving product utilisation🚀 Focus on growing customers 📢 Knows how to build raving fans🙏🏻 Can lead and manage the team for growthIf yes, please send them this post and tell them to apply now!The deets ⬇️https://lnkd.in/dGfg5wDMLot Fourteen #customersuccess #hiring #technology",33,0,Teamgage,10mo,2022-06-07
"How quickly can you get your team delivering value?One of the key lessons we've been covering in our new Teamgage Academy with Janet Langley is how to adopt a leadership style that encourages improvement. Our most recent session took place with Youth Opportunities SA, discussing ""How can we build something quickly that gets us from A to B, that we can then test and improve on?"" and ""Can I coach my team to be engaged in this process, to own the actions so they help with each iteration?"" If you'd like to learn more about how Teamgage can enable you for success, reach out to your customer success manager. The Teamgage Academy is designed to give leaders the learning resources they need to use Teamgage effectively, both from a process and a leadership soft skills perspective. The courses are split into 3 levels, corresponding with the level of difficulty or complexity of the content.#TeamgageAcademy #coaching #leadership",13,0,Teamgage,11mo,2022-06-07
"The year 2020 changed work forever, impacting every person and organisation across the globe. In 2021, the Work Trend Index published by Microsoft outlines 7 urgent trends every business leader needs to know in 2021:1 - Flexible work is here to stay2 - Leaders are out of touch with employees and need a wake-up call3 - High productivity is masking an exhausted workforce4 - Gen Z is at risk and will need to be reenergized5 - Shrinking networks are endangering innovation6 - Authenticity will spur productivity and wellbeing7 - Talent is everywhere in a hybrid work world #leadership #humanresources",16,0,Teamgage,10mo,2022-06-07
"3 years! Well done Ben Christie! Join us on congratulating Ben on three years with Teamgage!If you've worked with Teamgage you've no doubt spoken to Ben at some stage. He is a hugely important part of our Customer Success team and goes above and beyond to ensure our customers have the best experience.Have a favourite interaction or memory of Ben? Let us know!Thank you Ben, here's to many more years to come!#teamgage #workmilestone #workanniversary",30,0,Teamgage,11mo,2022-06-07
"Join us on congratulating Claudia Peixoto on one year with Teamgage!Claudia is so much more than just the driving force behind our Marketing efforts. She is a mum to baby Luca, a caring and compassionate leader, a friend to all at Teamgage and a great person to be around.Thank you Claudia, here's to many more years to come!#teamgage #workmilestone #workanniversary",22,0,Teamgage,11mo,2022-06-07
How leaders can make work less stressful during COVID times?Here's 5 ideas from the Harvard Business Review:1. Increase psychological safety2. Build regular break times into the workday3. Encourage the use of private workspaces when team members need to focus4. Set boundaries around time outside of work5. Look into flexible work policies➡️ What ideas have worked for you?#leadership #employeeengagement,21,0,Teamgage,10mo,2022-06-07
"Join an exciting conversation with  Peter Tsakissiris (Chief Digital Officer at DXC Technology) and Akhil Palta (Head of Culture & Capability at SA Water) as they discuss their journey in enabling & empowering teams to self-manage and adopt new ways of working.Flexible and hybrid work is our new normal, yet making this work effectively for teams, and the organisations as a whole, is our new challenge.Limited spaces available, save your spot here: https://lnkd.in/gKd6NRa#Webinar #hybridwork #Newnormal #Technology #employeeengagement",10,0,Teamgage,11mo,2022-06-07
A recent report from Microsoft states that the future of work is here and it’s hybrid.The opportunity now is to build on what we’ve learned over the past 12 months to create a workplace where everyone can thrive.Here's the 5 strategies leaders should implement:1 - Create a plan to empower people for extreme flexibility.2 - Invest in space and technology to bridge the physical and digital worlds.3 - Combat digital exhaustion from the top.4 - Prioritize rebuilding social capital and culture.5 - Rethink employee experience to compete for the best and most diverse talent.What strategies have worked for you?Read more in the link below in the comments.#futureofwork #hybridwork #empoweringpeople,12,0,Teamgage,10mo,2022-06-07
"Are you focused on customer retention? Maybe you should reprioritise your strategy. Why? According to Forbes, organizations that have more than 50% employee engagement retain more than 80% of their customers.#teamengagement #employeeengagement",9,0,Teamgage,1yr,2022-06-07
On Friday we spent some time celebrating our wins and getting energised for the next financial year ahead. How is your company fostering team engagement?#teamgage #teamengagement #networking,54,0,Teamgage,1yr,2022-06-07
"Teamgage is proud to support Netball South Australia / Adelaide Thunderbirds.Thank you to all clients and partners who joined us for this special home game last Saturday at the Adelaide Entertainment Centre.What a great evening! PeopleQ, Aspen Solutions, Think180, Guide Dogs SA/NT#adelaidebusiness #southaustralia #supportlocalbusiness",27,0,Teamgage,1yr,2022-06-07
"If you had one opportunity to help your team after the pandemic, what would you do?In our last webinar, we invited the health experts Rebecca Graham, Tanya Lehmann and Sue Langley to discuss practical steps to gaining visibility and control of workplace wellbeing within the health industry.➡️ Watch the recording on-demand: https://lnkd.in/db_2QaW#wellbeing #humanresources #teamengagement #workplacehealth",8,0,Teamgage,1yr,2022-06-07
"COVID brings back to Australia the feeling of uncertainty and stress. Reality is: we definitely can't control the world and the things out there, but we can control our workplace.Leaders can certainly look at what they can be doing better to ensure that it's a place where people can thrive.Learn more about the power of wellbeing in this webinar with Noelle Smit and Sue Langley: https://lnkd.in/gGza9vw#covid19impact #wellbeing #mentalhealthatwork #workplacehealth",6,0,Teamgage,1yr,2022-06-07
"Are you effectively communicating change across your organisation?If done correctly, communication will form a major and strategic part of your overall change success. Here are some valuable learnings that Leanne Robinson and Daniel Panozzo from Aspen Solutions shared with us in one of our online events.Check the summary blogpost or watch the full content: https://bit.ly/3g98dQO#teamengagement #changemanagement #changecommunication #leadership",4,0,Teamgage,1yr,2022-06-07
"Companies spend countless amounts of time, energy and money trying to get to the heart of employee and #teamengagement, but most fail to improve and some even worsen their results. Could you be getting it wrong?Why not do a #healthcheck on your current efforts to ensure your organisation is on track.➡️ Find out how here: https://lnkd.in/gFm8Kjn#employeeengagement #HR #peopleandculture #CHRO",7,0,Teamgage,1yr,2022-06-07
"Pride Month has officially kicked off at TPG Telecom! We’ve revamped the entrance to our HQ in North Sydney to remind our LGBTQI+ employees and visitors that they can feel safe, confident and respected to bring their whole selves to work - #BeYou #YouBelong. We’re also encouraging our people to add a pronouns sticker to their lanyard, pass or collar to create a more welcoming space for people of all genders, without making assumptions. And in very exciting news, in recognition of Pride month and to support our vibrant LGBTQI+ community, we have commissioned four up and coming LGBTQI+ artists to create bespoke art pieces for TPG Telecom this month, inspired by feedback from our employees on why they feel proud to stand together with the LGBTQI+ community. Happy Pride Month to our LGBTQI+ employees, customers and wider community. Be proud of who you are - because we’re proud to stand alongside you.#PrideMonth #LGBTQI #BeYouYouBelong",181,0,TPG,6,2022-06-07
"Congratulations Team TPG Telecom and our Pride Network, Connect: LGBQTI+ & Friends for being awarded Bronze status in the Australian Workplace Equality Index (AWEI) awards on Friday! The AWEI awards, run by our partner Pride in Diversity, drives best practice LGBTQ+ inclusion in Australia and sets a comparative benchmark for Australian employers across all sectors. This is our first time submitting for the index under TPG Telecom, and our Bronze Employer Status ranking in these awards is a testament to our ongoing commitment to create an inclusive work environment where our LGBTQI+ employees feel safe, confident and respected to bring their whole selves to work. We’re so proud of all our people who worked passionately throughout 2021 to make TPG Telecom a more inclusive place. Congratulations to everyone involved. Here’s to striving for Gold! #AWEI2022 #AustralianLGBTQIInclusionAwards #diversity #inclusion",141,0,TPG,1w,2022-06-07
"Tucked away in an unassuming panel on the ground floor of TPG Telecom’s HQ is a nifty little device no bigger than a modem that is capable of producing extreme speeds and superior performance well beyond what its size might suggest.  Yesterday, President of Mobile Networks at Nokia, Tommi Uitto, joined our Chief Technology Officer, Giovanni Chiarelli and leaders from our network teams to demo a low latency, high capacity mmWave device capable of producing whopping 2Gbps speeds, 360 degrees to users around it - all without being visible to the eye.  To put the capability of the Nokia Airscale device into context, you could stream more than 400 HD movies simultaneously, all without any interruption to speed or performance! Innovations like these are paving the way for the future of indoor 5G sites, customised with a shroud design to ensure service providers like ours can deliver optimal 5G service into homes, businesses and workplaces without compromising interior design or aesthetics.  We are focused on building the smartest 5G mobile network in Australia, and the results from yesterday’s demo with our friends at Nokia for service providers show that by combining innovative engineering with smart network design, we are on track to achieve just that. #smarter5Gnetwork #mmWave #5G",490,0,TPG,3w,2022-06-07
"We are keeping the people of Melbourne and its visitors connected with the extension of our free Wi-Fi service available to users throughout Melbourne’s CBD.  Extended for another two years, the ‘VicFreeWiFi’ service will continue to provide connection at some of Melbourne’s most iconic sites, including the Bourke St Mall, Queen Victoria Market and South Wharf Promenade at the Melbourne Convention and Exhibition Centre.  Since it first launched in 2016, the service has been used more than 45 million times, with more than 430 terabytes of data downloaded!  Users can assess up to 1GB per day per device, free of advertising and without the need to log-in or submit personal details. Our General Manager Customer Sales and Strategy Chris Russo said, “TPG Telecom is very pleased to continue our partnership with the Victorian state government as we work together to keep the people of Melbourne and its visitors connected.” To find out more, you can read the Victoria State Government media release here: https://lnkd.in/gnBaC28S.  #MelbourneCBD #VicFreeWiFi #enterprise",102,0,TPG,1w,2022-06-07
"We are pleased to participate in, and welcome, the review of Communications Alliance Ltd's industry guideline, Assisting Customers Experiencing Domestic and Family Violence (DFV). Originally released in 2018, the guideline provides practical, operational-level guidance to telco providers as they work to assist and support customers affected by DFV. The review aims to improve the industry guidelines so it can better accommodate regulatory change, improve training, and assess areas for improvement. The Committee Chair, our very own Annie L., believes it’s more important than ever for the telecommunications industry to support people affected by DFV. “By providing clear, operational guidance to providers about how to best assist impacted telco service users, the Comms Alliance Guideline helps telco companies to develop and implement systems and processes that support both those experiencing violence, and the telco customer service staff working to assist those in a DFV situation.” You can view the Comms Alliance media release here: https://lnkd.in/gA_xeKmw #customers #domesticandfamilyviolence",50,0,TPG,3w,2022-06-07
"On Friday, we marked the start of National Reconciliation Week. This is a time for all Australians to learn about our shared histories, cultures and achievements, and to explore how each of us can contribute to achieving reconciliation in Australia.  Last year, we launched our first Reconciliation Action Plan (RAP) which serves as a roadmap to our organisation partnering with, and learning from, our First Nations communities about how we can embed respect and inclusivity into the way we work, and ultimately make a meaningful difference for our people, customers and wider community.  Driving many of the goals set out in our RAP is our employee network for First Nations peoples and allies, The Ngarra Network. This week, The Ngarra Network is encouraging our people to take a stand on important First Nations issues, learn how to become a good ally and put in the hard yards to make positive change.  We’re committed to having constructive conversations about our nation’s history and to seeking ways to move forward together as individuals, an organisation and more broadly as a nation.  Most importantly, Reconciliation Week asks us not just to think about things from a First Nations’ perspective for one week, but to put these values into practice every single day.  Hear from Yugamba and Kamilaroi man and Ngarra Network employee, Cameron Nichol, and more about progress on our RAP in our RedWire blog article here: https://lnkd.in/dnaJ8M6w  #NationalReconciliationWeek2022 #BeBraveMakeChange",31,0,TPG,1w,2022-06-07
"We have become the first major telco in Australia to launch GFast technology, enabling superfast download speeds of up to 1Gbps across our fibre-to-the-building (FTTB) network.  This means wholesale customers within our FTTB footprint can now access download speeds up to 10 times faster than those currently offered across NBN Co’s FTTB network.  How fast is 1Gbps? A Blu-Ray movie could be downloaded in about two minutes, while a HD TV episode could be downloaded in eight seconds! Our Group Executive Wholesale, Enterprise and Government, Jonathan Rutherford said, “We think the launch of GFast is a game-changer for our wholesale business and customers. We are not only offering some of the fastest broadband speeds available in Australia today, but we have a straight-forward pricing structure, which means it is easier than ever to deliver superfast broadband to customers.”  “The launch of GFast is an important part of TPG Telecom’s on-net strategy to increase the capability of our broadband assets and to get more customers onto our own infrastructure. This is allowing us to connect more homes and businesses with innovative technology solutions to help consumers and businesses thrive in the digital world.” Our GFast technology is now available in more than 2000 buildings across New South Wales, Queensland, Victoria and the ACT, covering more than 230,000 premises, and with plans to upgrade our footprint in South Australia and Western Australia, we’re on track to reach more than 2,500 buildings over the next year. To find out more, check out our media release here: https://lnkd.in/dXyB6nhD #GFast #wholesale #broadband",197,0,TPG,2w,2022-06-07
"At TPG Telecom, we want our LGBTQI+ employees, customers and wider community to be proud of who they are and know that we’re proud to stand alongside them. We’re committed to fostering an inclusive work environment where our people feel safe, confident and respected to bring their whole selves to work - a commitment aided by the support of our LGBTQI+ & Friends employee network, Connect. Today is International Day Against Homophobia, Biphobia, Interphobia & Transphobia (IDAHOBIT), a day to raise awareness of the violence and discrimination faced by LGBTQI+ people globally.  To acknowledge this day, our Connect network this month launched an internal campaign which encouraged our LGBTQI+ employees to share their #exhausting and #exhilarating experiences to draw attention to the unconscious bias that LGBTQI+ people experience, and to raise awareness around making assumptions without knowing or seeking clarification.  We recognise that unconscious bias often presents itself in the words we speak, which is why last year, we launched an inclusive language guide for our people which provides specific examples and guidelines for communicating with diverse groups, including LGBTQI+ people. We believe that the words we choose are the building blocks in bringing our diverse teams together.You can read the more about what Connect representatives Emma Salkild and Jas Thanh Ngo have to say about their #exhausting, #exhilirating experiences in our RedWire blog article here: https://lnkd.in/d3qgSnSE   #IDAHOBIT #inclusion #LGBTQI #awareness",60,0,TPG,3w,2022-06-07
"Yesterday, Minister for Communications Paul Fletcher paid us and our Site Pro 1 - Australia partners a visit to Vecta Pty Ltd Labs in Castle Hill, the birthplace and manufacturing site of our innovative 5G Smart Module that has played such a crucial role in our rapid 5G rollout.  Joined by our CEO Iñaki Berroeta, Minister Fletcher was taken on a first-hand tour through the ins and outs of 5G factory-assembly, a core component of delivering our smarter and faster 5G network.  In a global first at Vecta Labs, our teams pre-assemble antennas, radio equipment and cabling onto prefabricated steel frames and test them in the high-tech lab before they are delivered to our mobile sites and lifted in place.  This is halving down-times during the 5G upgrade of our towers, and as a result, we’re able to significantly increase the speed of our 5G rollout, switching on more than 100 5G sites per month. In fact, last month we switched on nearly 160 5G sites – a number that no other carrier has achieved with a full upgrade like ours.  We are achieving big things here at TPG Telecom, which has only been made possible as a result of our teams working closely with partners like Vecta Labs and Site Pro 1 to deliver one of the most significant network transformation programs in such a short timeframe.  Thank you for your visit Paul Fletcher – we are so proud to have shown you firsthand our passion and commitment to stay at the forefront of network innovation to ensure we continue to support businesses in solving problems and meet consumers’ needs and expectations right across Australia.  #5G #innovation #smarter5Gnetwork",271,0,TPG,6mo,2022-06-07
"We have signed a Memorandum of Understanding (MoU) with Nokia for industries as part of a new partnership to develop and deliver smart, fast and innovative Mobile Private Networks (MPN) for the mining and energy sectors.MPN are ultra-secure, mobile networks for businesses that can be used to connect people and things using 4G or 5G technology. Through this agreement, we will test the latest and greatest in MPN, to develop new applications and services that will centre around connecting workers, connecting assets, worker safety, site security and industrial automation.The MoU was recently signed by Jonathan Rutherford, TPG Telecom Group Executive Wholesale, Enterprise and Government, and Anna Perrin, Head of Nokia Oceania at the UTS Nokia 5G Futures Lab in Botany, Sydney.“We are excited to extend our relationship with Nokia which has provided unrivalled expertise in helping us build Australia’s smartest 5G mobile network. This MoU will see us work together to drive new technological innovations to help the mining and energy sectors realise the productivity and connectivity benefits that mobile private networks can provide,” Mr Rutherford said.To find out more, read our media release here: https://lnkd.in/g2rBda34 #mobileprivatenetwork",372,0,TPG,4mo,2022-06-07
"This morning, our CEO and Managing Director Iñaki Berroeta addressed leading telco CEOs and executives, policy makers and global technology experts at Australia’s top telecommunications conference – the annual Communications Day (CommsDay) Summit – in Sydney.  In his speech, Iñaki highlighted the need to reset Australia’s telco policy and regulatory framework to better enable telcos to deliver greater value and service to their customers. Turning towards competition, Iñaki emphasised the value of Australian telcos working together to pool assets and spectrum through network sharing agreements, and the domino effect this has on improving costs, infrastructure, service and reach, while also delivering greater choice, competition and connectivity for all Australians.  Iñaki concluded with a call upon NBN Co to work closer with industry to fulfil its original purpose: to provide universal broadband access for all Australians, no matter their means or socioeconomic situation. Predictability and cost certainty must be at the core of any NBN Co pricing proposal, so retailers like ours can pass on the benefits of connectivity to the homes and businesses who rely on it in a sustainable, reliable and affordable way.  You can read Iñaki’s full speech here: https://lnkd.in/gecWpTkH#CommsDaySummit2022 #telecommunications",259,0,TPG,1mo,2022-06-07
"We are thrilled to announce our TPG Telecom Foundation charity partners for 2022 - ACON, Infoxchange, headspace, MissingSchool , Guide Dogs Australia, Cerebral Palsy Alliance (CPA) and Starlight Children's Foundation Australia.  Each of these unique projects will make a genuine, positive difference to Australian communities right across the country, whether combatting mental health issues and domestic and family violence, supporting critically ill children and people living with disability, working with LGBTQI+ communities, or enabling important medical research and innovations. We committed just over $1 million this year for these exciting projects in support of our Foundation’s purpose – to create opportunities to improve the health, wellbeing and education of Australian communities in need.  To find out more about our 2022 charity partners and their projects, click here: https://lnkd.in/gsBc7ii9.#TPGTelecomFoundation #StandTogether #philanthropy",187,0,TPG,1mo,2022-06-07
"Another win just in – Canstar Green Excellence Award for 2022 goes to felix mobile! The felix team has been recognised for its commitment to sustainability by being the first telco brand in Australia to be powered by 100% renewable electricity, certified carbon neutral and for planting one tree a month on behalf of every customer.  To date, felix has donated over 318,000 trees on behalf of their customers, well on the way to planting 1,000,000 trees around the world.  This adds to our trifecta of wins across our Vodafone, TPG and iiNet brands in the Canstar Blue telco awards announced earlier this month.  Congratulations, team felix!  #CanstarAwards2022 #sustainability",114,0,TPG,1mo,2022-06-07
"This week is Privacy Awareness Week (PAW), and this year, PAW is focused on the foundation of trust. It acknowledges that protecting our customers’ personal information and demonstrating good privacy practice is vital to establishing the trust of our customers and the community.At TPG Telecom, the security and privacy of our customers and their data is of the highest priority. It plays a core role in our Sustainability Strategy and is integral to maintaining our strong security culture. We recognise that a breach of privacy is a key risk to our customers and our business more generally. That’s why the concept of ‘privacy by design’ is embedded across our organisation, with protections built into our entire suite of products, systems, and services, so that personal information is handled at all times with integrity and care. To learn more about privacy at TPG Telecom, you can find the Privacy Policy for each of our brands on their respective websites. #PrivacyAwarenessWeek #datasecurity #privacy",33,0,TPG,1mo,2022-06-07
"Can you imagine running 265km on a treadmill in 24 hours? Our very own Senior Finance Manager Mark Avery can!  This Saturday, Mark is going to run a whopping 265km to break the Guinness World Record for the furthest distance run on a treadmill in 24 hours, in partnership with his good friend Luca Turrini’s charity, OUTRUN CANCER, and the Healthy Lunchbox initiative.  It is estimated that at least one third of all cancer cases can be prevented by having a healthy lifestyle, which includes eating fruit and veggies. With kids consuming around 30% of their daily food intake at school, the Healthy Lunchbox website is a one-stop shop for everything families need to know about packing a healthy lunch box.  Mark told us, “Making it easier to create healthy lunchboxes that kids enjoy is a reason worth running for. I’m doing this in honour of those who won the battle, those who are still fighting the battle, and for those who unfortunately lost the battle to cancer.” If you want to get involved in Mark’s challenge, you can donate here: https://lnkd.in/gY5FmHxp. The TPG Telecom Foundation will be matching Mark’s fundraising up to $2000 to double his impact. In the video linked below, Mark had a chat with Studio 10 about his inspiring world record challenge: https://lnkd.in/g6bUn-bU. To find out more about this worthy cause, check out the links below:Outrun Cancer: https://lnkd.in/g_M6XvAgHealthy lunchbox: https://lnkd.in/gtRV8pUy#outruncancer",162,0,TPG,3mo,2022-06-07
"At TPG Telecom, we have always been big supporters of network sharing agreements that drive more connection, competition and choice for Australians and businesses in rural and regional communities. We are delighted to participate in the NSW Government’s Active Sharing Partnership announced yesterday, allowing us and other leading Australian telcos to trial active sharing of telecommunications infrastructure in rural and regional communities. By sharing network infrastructure, we can reduce network costs, reach more communities, and increase competition and choice for essential telco services in regional and rural Australia. It’s why we recently announced a major network sharing deal with Telstra that will see us significantly expand our mobile network footprint in regional Australia.We welcome the Deputy Premier Paul Toole’s announcement of the NSW Government’s Active Sharing Partnership and look forward to working with the Government to improve regional mobile coverage.#networksharing #regionalandremoteAustralia #competition #choice",161,0,TPG,1mo,2022-06-07
"To round out a huge start to the year of wins for TPG Telecom, we are thrilled to announce we have taken home a Human Resources Director (HRD) 5-Star Employer of Choice award for 2022! It’s great to be recognised for the initiatives we put in place to care for our people and to keep them connected and engaged through the challenges of the COVID-19 pandemic.During 2021, we hosted regular open forums and ‘Ask Me Anything’ segments with our executive leadership team, ran monthly internal campaigns and webinars dedicated solely to the health and wellbeing of our employees, and ensured our people were up-to-date and informed of COVID compliance measures and resources throughout the year. These initiatives and more were underpinned by our four values: Stand Together; Own It; Simple’s Better and Boldly Go. We will always be committed to creating a working environment that enables meaningful connection and fosters a sense of community and belonging – because we believe only then can we deliver on our company purpose and bring to life the true spirit of TPG Telecom. Congrats, team TPG Telecom!You can find out more here: https://lnkd.in/gr5c8CG9#EmployerOfChoice #HRDAward2022",388,0,TPG,1mo,2022-06-07
"We are delivering a major broadband boost to some of the hardest-to-reach regions of Australia with the launch of business-grade nbn™ satellite internet. Our Business Satellite Internet service will be available to organisations across mainland Australia, Tasmania and surrounding islands, with sectors including government, mining, energy, manufacturing, logistics, and healthcare set to benefit most from the new connectivity.  Our Head of Product – Enterprise, Government & Wholesale Tom Sykes said, “This is a huge lift in coverage for our enterprise customers and means no matter where you are on the land in Australia, we may be able to provide the speed and capacity your business needs to stay connected and productive.”  “Remote businesses with remote sites may now have the ability to access enterprise-grade connectivity which could unlock a new world of possibilities through the internet of things, more efficient safety and monitoring tools, automation, cloud services and critical business applications.”  To find out more, check out our media release here: https://lnkd.in/gqFcTd5J#regionalaustralia #satelliteinternet #enterprise",108,0,TPG,1mo,2022-06-07
"We are pleased to announce that our request for a joint functional separation undertaking of our wholesale and retail subsidiaries has been accepted by the Australian Competition and Consumer Commission (ACCC). This is a big boost for infrastructure-based competition and means we can expand our fixed-line network footprint to deliver more competition and choice to consumers and businesses alike. Our Group Executive Wholesale, Enterprise and Government, Jonathan Rutherford, told us, “Acceptance of the undertaking provides TPG Telecom with greater flexibility to expand its fixed line network footprint and to compete in wholesale and retail markets. This supports our strategy to grow our customer base on these assets.”“This approval provides much needed regulatory certainty to enable further investment into our network.”The undertaking will come into effect on 7 October 2022. #fixednetwork #infrastructure #tpgtelecom",123,0,TPG,2mo,2022-06-07
"Last year, we participated in a pilot program run by MobileMuster Program to encourage Australians to recycle a wider range of e-waste through our in-store collection points. The expanded scope of items included modems, routers, landline phones, smart home technology, wearables and gaming devices. Based on the results of the pilot, MobileMuster was successful in receiving approval to work towards expanding the scope of items eligible for collection. This week, our Regional Manager and Acting Head of RAN Engineering, Gary Chant, joined Assistant Minister for Waste Reduction and Recycling Trevor Evans and Head of Mobile Muster Spyro Kalos in Brisbane to formally kick-off the expansion of the MobileMuster program.  E-waste is a fast-growing issue in Australia and around the world, and we are committed to working together with the broader industry to continue to deliver sustainable outcomes for the management of telecommunications products once they have reached their end of life. We are proud to work with MobileMuster to help them with the next steps throughout 2022 and beyond.#ewaste #recycling #sustainability",157,0,TPG,2mo,2022-06-07
