company,post_time,date_retrived,post,reaction_count,repost_text,repost
eBottli,1yr,2022-06-06,Beautiful article from Packwine Forum & Expo to speak about us: New tech joins the fight against fake wines. Thank you very much!#innovation #counterfeiting #blockchain #wine #sustainability #tech #startups,0,South Aussie company eBottli is one of the suppliers on the front line combatting wine fraud. Read more now! eBottlihttps://lnkd.in/gYkcTR9#NewTech #WineFraud #FightFraud #Wine #AustralianWine #winetech #ausbiz #winebusiness #innovation,1
eBottli,9mo,2022-06-06,none,2,DAN'S WINE BLOG - This week is about a new and dynamic wine business -eBottli.#choseaustralianwine #winebusiness #winelovers #winenews #wine # #marketing #business #smallbusiness #ecommerce #digitalmarketing #marketingstrategy,1
EMMI,1mo,2022-06-06,"We're thrilled to be opening up the Emmi sandbox to institutional investors looking to understand their portfolio #carbonrisk. Check out the access link in the comments below and for any questions, please hit up one of our superstar leaders Michael Lebbon, CFA, Ben McNeil or Rebecca Bannan, CFA.",2,"OPENING UP ACCESS TO EMMI.I'm excited to introduce you to the Emmi sandbox! I know that opening up our infrastructure is a bit different. But if we really are to accelerate the #market to #netzero, we know we need to build with the market.Come and see what we're doing (link in comments below) and join our growing #community of leading global institutional investors.",1
EMMI,3mo,2022-06-06,"Great to see outperforming super funds also leading the way in responsible investing. To help investors create the best portfolio our Global Carbon Efficiency Rating engine gives unprecedented access to the data and analytics needed to identify carbon risk and opportunity for more than 40,000 companies.https://lnkd.in/gpm-tYQg#carbontransition #carbonmarket #responsibleinvestment",8,"Australian super funds that demonstrate leading practice #responsibleinvestment continue to outperform their peers over 3-, 5- and 7-year timeframes, according to our 2021 Responsible Investment Super Study. Read the report: ow.ly/Utwg50H1t55",1
EMMI,1mo,2022-06-06,https://lnkd.in/g3TfzJaJ,0,"Thanks for the article James Eyers in the The Australian Financial Review and Sean Henaghan giving a client perspective to officially launch Carbon Intelligence a couple of days ago. Quick sound bite summarising the article and how #assetowners #assetmanagers #assetconsultants can quantify, understand and start their Carbon Journey + path to net zero with Emmi through our free trial.We look forward to onboarding you https://lnkd.in/g69-aiwT",1
EMMI,8mo,2022-06-06,none,3,"Thanks to my network for help on the last role - it was so successful lets try again for a developer role this time! All intros and shares very much appreciated. Emmi is looking for an outstanding mid level (Ruby on Rails) full stack developer who wants to make a difference around climate change and supercharge the accelerating role out of our market leading global carbon risk platform. Working with the engineering team you will be actively deploying every day with the lead engineers as well as mentoring junior developers in the team.The above sound interesting and you are Australian based and able to work full time (please read further).-----------------------------------------------------------------------Why Join?You can be one of the first employees at a young rapidly expanding climate-fintech startup.You will be able to shape the direction of the Emmi product role out from its early stage.You will learn a lot working with a small, passionate team with deep experience in product, finance, and climate change. You will be on the frontier to help solve one of humanity's biggest challenges in climate change.Flexible conditions and remote-friendly-------------------------------------------------------------------------The Job:You will be joining a climate/fintech startup with experienced developers in the industry with an open collaborative culture. Your role will be full-stack, you will own the work assigned to you and be very involved in shaping the product and future of the business.In this role, you may be required to wear several different hats, but the growth potential and challenges you will face will ensure you won’t get bored.Fundamentally you will be using your skills to make a difference for the planet by transforming financial markets to include carbon emissions and climate change.What we’re looking for:Solid experience with Ruby on RailsJavascript SPA’s (React/Vue)Some DevOps/Infrastructure experience is highly desirable-------------------------------------------------------------------------You will:Work with our team to build and maintain features all the way from concept to deploymentWrite efficient, maintainable and tested code that the rest of the team can rely on and refactor with confidenceBe involved in architecture, technology & tooling decisionsMentor junior developers and assist in developing good coding practicesBe passionate about helping to address climate changeBe self-motivated, proactive and demonstrates an exceptional drive towards deliveryHave excellent communication skills and the ability to work collaboratively in an innovative team setting or remotelyHave the ability to have fun while saving the planet",1
EMMI,1yr,2022-06-06,none,10,Emmi is a carbon risk management startup that lets institutional investors improve their understanding of how financially exposed they are to carbon risks.      #investing #financeandeconomy #impactinvesting #innovation #startupsuccess #sustainability #riskmanagement,1
Fohat,2mo,2022-06-06,none,8,"O Lactec  é o mais novo investidor da Fohat Corporation, think tank curitibana especializada em pesquisa e criação de modelos de negócios digitais para empresas que atuam no Mercado Livre de Energia. Unimos nossas expertises para desenvolver soluções para a modernização do setor elétrico nacional. Saiba mais em: bit.ly/3J6bOet.#lactec #inovação #desenvolvimento #descarbonizaçao #smartcities #cidadesinteligentes",1
Fohat,2mo,2022-06-06,"O Connect Day começa daqui a pouco, às 19h.Para participar é só acessar https://linktr.ee/scangels.Nos vemos lá!!!!!",0,"👉Convidamos vocês para participar do nosso evento Connect Day, com a presença de Igor Ferreira 🗯Um bate-papo legal e descontraído sobre energia: a mais nova fronteira de investimento no Brasil 🤔Comprar eletricidade 30% mais barata e direto do gerador ? Entenda como isso será uma realidade para indústria, comércio e pessoas físicas em pouquíssimo tempo, e o porquê  a energia se transformou na bola da vez no setor de investimentos e atenção do mercado financeiro no Brasil.👉Nós receberemos Igor Ferreira, fundador e CEO da Fohat Corporation,  uma companhia em regime de startup que foge do padrão do ecossistema de inovação, que está trazendo soluções que vão revolucionar o setor de geração e também o ambiente de comercialização de energia elétrica no país.🗓O evento será totalmente online e gratuito, inscreva-se no link em nossa bio e participe com a gente!🚀SC Angels, apaixonados por inovação e empreendedorismo buscando startups de alto impacto!👉Saiba mais em: linktr.ee/scangels💻Acesse nosso site: scangels.com.br#SCAngels #investidoranjo",1
Fohat,3mo,2022-06-06,"Convidamos você para esse bate papo com nosso #ceo Igor Ferreira liderado pela SC Angels na próxima quarta-feira, dia 16, às 19h. O Brasil está precisando da #energia de todos. Venha com a gente !#investidoranjo #investidores #cuboitau #inovabra #startupbrasil #investimentoanjo",21,"👉Convidamos vocês para participar do nosso evento Connect Day, com a presença de Igor Ferreira 🗯Um bate-papo legal e descontraído sobre energia: a mais nova fronteira de investimento no Brasil 🤔Comprar eletricidade 30% mais barata e direto do gerador ? Entenda como isso será uma realidade para indústria, comércio e pessoas físicas em pouquíssimo tempo, e o porquê  a energia se transformou na bola da vez no setor de investimentos e atenção do mercado financeiro no Brasil.👉Nós receberemos Igor Ferreira, fundador e CEO da Fohat Corporation,  uma companhia em regime de startup que foge do padrão do ecossistema de inovação, que está trazendo soluções que vão revolucionar o setor de geração e também o ambiente de comercialização de energia elétrica no país.🗓O evento será totalmente online e gratuito, inscreva-se no link em nossa bio e participe com a gente!🚀SC Angels, apaixonados por inovação e empreendedorismo buscando startups de alto impacto!👉Saiba mais em: linktr.ee/scangels💻Acesse nosso site: scangels.com.br#SCAngels #investidoranjo",1
Fohat,2mo,2022-06-06,"Escolhemos esse dia tão especial na história do Lactec para anunciarmos que, orgulhosamente, esta que é uma das organizações mais respeitadas no Setor Elétrico do 🇧🇷 , é o nosso mais novo #INVESTIDOR, com  #aportefinanceiro realizado em modelo de mútuo conversível em ações da nossa holding Fohat Corporation.Com essa iniciativa no âmbito financeiro inauguramos  uma fase estratégico-operacional a partir desse primeiro trimestre, com o  desenvolvimento de projetos em conjunto visando a modernização do setor elétrico nacional, unindo a expertise do  #Lactec em desenvolvimento e pesquisa de hardware, e a expertise em soluções digitais em regime de  #openinnovation por parte da Fohat eTech Global, nossa energytech.#energyintelligence#inteligenciaenergetica#ecossistemadeinovação#energybusiness#100openstartups#cuboitau #distritospark",13,"🎉Estamos de aniversário! 63 anos de uma trajetória que nos orgulha muito. Esta semana será dedicada à memória e ao futuro, afinal temos muito o que celebrar com nossos colaboradores, parceiros, clientes e fornecedores.Um brinde ao que já fizemos e somos capazes de fazer! 🚀🚀🚀Aguardem os próximos posts desta semana!",1
Fohat,11mo,2022-06-06,"No próximo dia 21 de junho estaremos no evento com Leonardo Vieira Pedrini,  Douglas Ferreira, Felipe Wotecoski e Alan Lugarini.Anote na agenda e se inscreva para nos encontrar lá!#energytalksweek #nrghub #energia #inovação #sustentabilidade #energy #innovation #cleanenergy #sustainability",34,"🚀Conheça as EnergyTechs Paranaenses que estão revolucionando o setor de energia!📅O PAINEL: #EnergyTechs ocorre no dia 21/07 (quarta-feira) a partir das 10h30 sendo 100% online e gratuito.🌐A inovação no setor de energia brasileiro vem ganhando expressividade nos últimos anos em função da necessidade de desburocratizar, digitalizar e descentralizar o setor (entre outros fatores, claro!). Por isso queremos te convidar para conhecer a proposta de valor das EnergyTechs paranaenses e saber mais sobre como elas estão transformando o setor energético nacional.🤝Contamos com a presença:➡Fohat eTech Global➡Hidreo Energy Solutions➡AeroSim➡4 WaTT✅💻Você não pode ficar de fora né?! Faça sua inscrição e confira a programação completa: https://bit.ly/363sMs3#energytalksweek #nrghub #energia #inovação #sustentabilidadeLeonardo Vieira Pedrini Douglas Ferreira Felipe Wotecoski Alan Lugarini",1
Fohat,7mo,2022-06-06,Cubo Itaú agradecemos a menção tão especial porque nos enerjiza ainda mais. Viva o ecossistema de inovação brasileiro do qual somos parte com muito empenho !!!!!!,8,"Não perca a conta: nada menos do que 66 startups Cubo estão no ranking @100openstartups de 2021! E 35 delas estão no TOP 100! 🍾🥳🍾 A gente fica assim 😆A @100openstartups premia as soluções inovadoras mais atraentes que se relacionam com corporates por meio de Open Innovation e ajudam empresas a tomar decisões sobre suas ações de transformação digital.E quando vemos tantas de nossas startups sendo reconhecidas, só reforça nosso propósito de fomentar o ecossistema empreendedor, mediando e incentivando as relações e a geração de negócios pautadas pela inovação aberta.Parabéns a todas as startups e a todos os profissionais e empresas ativamente empenhados em fazer da inovação sua jornada e seu propósito. ⠀AEVO, Onfly, Pin People, Descola Cursos Inovadores,Prosas,VExpenses,Oystr - Robôs Inteligentes,Pricefy,BITi9 - Business IT Innovation,Dootax,Ubots,Banco Útil, Central de Materiais, Fhinck, Digitalk CXM,Ludos Pro,Econodata, LogPyx, Deep Legal Analytics, CosmoBots, Implanta It Solutions, EUNERD | Seu parceiro de TI OnDemand , CargoSnap Brasil, Docato, Ecotrace Solutions, 42 Codelab, Vulpi, Embeddo, BeerOrCoffee, Nvoip, TALLOS, Fohat Corporation, LeverPro, Enjoy Technology, Inc., Inteligov, NOVIDÁ, Frete Rápido, Evoy.io, BossaBox, VUXX.#CuboItau #CuboNetwork #Inovação #Innovation #OpenInnovation #100OpenStartups #Startups #Corporates",1
Forestree,7mo,2022-06-06,"At Forestree were partnering with leading #Arborists and #Urbanforestry Managers to deliver innovative solutions for #localgovernment. More City Arborists recognise why smarter #treeplanting software, like Forestree, is helping them take control of #greening #Canopycover targets and sharing their work with #Community and others.#technolgy #innovation #sustainability #data #technology #gisapplication #riskmanagement  #urbangreening #forestreeapp #digitalgovernment #landscapearchitecture #horticulture  #assetmanagement",19,"Ian Seccafien has grown his career as an active and passionate Arborist, currently working with the City of Marion to oversee the management and increase of our urban forest. We sat down with Ian to brush up on his top garden tips and learn about some interesting resources available for City of Marion residents. https://fal.cn/3jVj5",1
Forestree,1yr,2022-06-06,Forestree is proud partner with the City of Subiaco as they celebrate being the first certified carbon neutral local government in Western Australia!#carbonneutral #sustainability #climatechange #environment #water #sustainable #trees #localgovernment #smarttreecity #green #nature #innovation #greeninnovation #leadership #teecarehttps://lnkd.in/gH5sB7W,14,"As a leader in sustainability, The City of Subiaco was delighted to announce this week that we are the first certified carbon neutral local government in WA under the Commonwealth’s Climate Active program 💚 Subiaco Mayor Penny Taylor said this was a huge milestone for the City and it was great to be leading the sector in taking action to address climate change.“The City of Subiaco is committed to sustainability and recognises that urgent action is needed to halt the worst effects of climate change which is why we’ve set ambitious targets to reduce our emissions and our effect on the environment,” she said.“We’ve been working towards this milestone for some time now so it’s great to be able to say we’re a certified carbon neutral organisation – the first in WA under the Climate Active program.”Read the full news story here: https://bit.ly/3gQ5quN#carbonneutral #climateaction #sustainability #green",1
Forestree,10mo,2022-06-06,Join Forestree for this years TREENET Incorporated virtual symposium.  #trees #treecare #arboriculture #localgovernment #urbanforestry https://lnkd.in/gGQK4T7x,11,"Chair of TREENET, Dr Lyndal Plant invites you to this year's virtual, TREENET Symposium #treenetsymposium #urbanforestry #urbanliveability #valuingurbantrees #treesarecool",1
Frank (Svelte Studios),8mo,2022-06-06,We're in great company here in South Australia. What an incredible place to do business. Get down here or your missing out. #southaustralia,0,"Momentum is growing in South Australia. And global businesses know it, which is why some of the world’s biggest companies are investing and establishing roots in SA. Our State is on a growth trajectory – and as government and private sectors better collaborate to lift SA’s competitiveness and attractiveness, industries such as defence, space and hi-tech are growing significantly. The businesses featured here are just a few of the many local, national and international businesses who have invested in South Australia in recent times, whether through expansion, establishment of new offices, jobs creation or new partnerships and ventures. Now is the time to invest in SA – whether you’re a South Australian company looking to expand, an interstate company wanting to take advantage of our competitive opportunities, or an overseas business who wants to be part of the action. The current acceleration of future and growth sectors, and our enviable lifestyle, make South Australia an attractive prospect.#makingadifference #ThrivingSA #GrowthStateAmazon Web Services (AWS) Google Google Cloud Digital Health CRC IoT Tribe Qantas Saber Astronautics CBG SYSTEMS PTY LTD Microsoft Neoen Nokia Accenture Massachusetts Institute of Technology Ascent  GHENOVA LVX Global Australian Institute for Machine Learning (AIML) Cohda Wireless Svelte Australia Deloitte Department for Trade and Investment Defence SA Department for Innovation and Skills - South Australia Lot Fourteen Tonsley Innovation District MTX Group Western Air Compressors & Boosters",1
Global Centre for Modern Ageing,3w,2022-06-06,"A trailblazing tastemaker and giant of Australian publishing, Australian Broadcasting Corporation (ABC) Chair Ita Buttrose AC OBE  has always known her customers, appreciating and catering to their individualism. As the visionary founding editor of Cleo, and later, The Australian Women’s Weekly, Ita had her finger on the pulse of her audience’s changing needs and aspirations. During a recent conversation with our CEO, Julianne Parkinson, Ita shared this valuable perspective on the pervasive trend of age-based discrimination. “Older people know what it's like to be young, but younger people have no idea what it's like to be old. Do not try to walk in our shoes until you have earned the right to do so. Only age affords you that benefit.“There's a lot of active, older people in Australia who would love to be working, but they're discriminated against merely because they're old.“We can change these attitudes by leading by example. The more of us who remain in the workforce as we get older can show, by example, that our work ethic is still strong. Our brains are still working quite efficiently! But you do have to lead by example.”We applaud Ita’s viewpoint and example, and thank Managing Director of Robert Walters NSW, Andrew Hanson and Managing Director of behind closed doors - leading businesswomen Donny Walford FAICD She/Her for co-hosting this vital conversation. #positiveageing",3,"Robert Walters Sydney recently partnered with behind closed doors - leading businesswomen  to host an exclusive cocktail event which featured a conversation between Ita Buttrose AC OBE, Chair of the ABC, and Julianne Parkinson, founding CEO, the Global Centre for Modern Ageing. The conversation discussed change management, workplace diversity, and proving the critics wrong. Thank you to our event co-partner BCD - it was wonderful to see so many influential women networking again. To take a read of the conversation click here: https://lnkd.in/dmXZ4c5Y Image L-R: Andrew Hanson [Managing Director, Robert Walters NSW], Julianne Parkinson [CEO at Global Centre for Modern Ageing], Ita Buttrose AC OBE, Donny Walford [Founder and Managing Director, behind closed doors].",1
Global Centre for Modern Ageing,1mo,2022-06-06,"The Global Centre for Modern Ageing is delighted to have Julianne Parkinson and Jane Lee, PhD present insights on creating a Gerontechnology Living Lab in Hong Kong.GT Platform",10,"【Gerontechnology Platform - Developing the First Gerontech Living Lab in Hong Kong】According to the 2017 landscape study on gerontechnology in Hong Kong, the main difficulties faced by the development of the gerontech ecosystem in Hong Kong include the lack of cooperation among stakeholders, the difficulty of localizing successful foreign products, and the lack of platforms for testing gerontech products. Today, with the efforts of all sectors of society and the government, the gerontech ecosystem has improved slightly. However, the user-oriented testing platform still needs to be further developed and promoted, and the establishment of a ""Gerontechnology Living Lab"" is one of the important tasks which assist in product localization and testing support.This sharing will invite Australia's Global Centre for Modern AgeingLimited (GCMA) to share their experience in Australia on how to set up the first ""Gerontechnology Living Lab"" in Hong Kong, a user-oriented, participating in research, development and application test base.Date:         22 April, 2022 (Friday)Time:         1:00pm to 2:00pmFormat:     Online meeting (Zoom)Language: EnglishSpeaker： -Ms Zoe Chan (Project Director)   Hong Kong Council of Social Service (Innovation and Technology         for Ageing)-Ms Julianne Parkinson (Chief Executive Officer)   Global Centre for Modern Ageing Limited-Dr Jane Lee (User Researcher)   Global Centre for Modern Ageing LimitedInterested members are welcome to register via here>>https://bit.ly/3vaJlyq#GTPlatform #gerontechnology #LivingLab",1
Global Centre for Modern Ageing,4mo,2022-06-06,"The Global Centre for Modern Ageing is seeking a Marketing & Communications Specialist.  There are more roles coming up in 2022, so stay posted!",2,We’re #hiring. The GCMA is seeing a Marketing & Communications Specialist.  Know anyone who might be interested?,1
Global Centre for Modern Ageing,9mo,2022-06-06,"The Ageing Ageing World Festival of Ageing is an incredible event spanning 20 days across virtual, hybrid and in-person sessions.The Global Centre for Modern Ageing is delighted to present on the first morning of the Ageing Asia World Ageing Festival alongside global experts, John Beard, David and @professorcolmcunninghamPlease join us 1 October!",16,"Keynote Presentation [Ageing & Technology]: Digital technologies that enable Ageing-in-placeMs Julianne ParkinsonChief Executive Officer, Global Centre for Modern Ageing, Australia1 October 2021, Friday, 930am (UTC+8)https://lnkd.in/enkAT3yB#worldageingfestival #ageingasia #aaif",1
Global Centre for Modern Ageing,11mo,2022-06-06,"Thank you, Aged Care Innovation, for hosting a conference designed to drive conversation around innovation in aged care.  At the Global Centre for Modern Ageing, our mission is simple – we exist to improve the lives of older people. As an organisation, we work across private and public sectors to drive innovation, people-centred co-design, and a framework for validating workforce change. The Australian Government’s Royal Commission into Aged Care Quality and Safety shone a razor-sharp lens on the profound need to transform the ageing sector by addressing societal gaps and our negligence for people’s lived experiences. It reminds us of the critical need to create products and services that maintain dignity, relevance, choice, safety, and control as we age. Professor Justin Beilby and the team at the GCMA look forward to speaking at and joining this virtual event to hear from the diverse and exciting calibre of speakers on board. This conference is another vital part of the conversation, and we look forward to participating.#modernageing#ageingwell#innovation#codesigning",1,"Professor Justin Beilby will be presenting on ""Shifting the culture within aged care to embrace innovation"" at the forthcoming Aged Care Innovation summit.Professor Beilby holds the role of Strategic Advisor at the Global Centre for Modern Ageing. He is a leading expert in #agedcare research, #primarycare, chronic illness and health service evaluation.Learn more: https://lnkd.in/ghvkNfiBook now: https://lnkd.in/gZ6urdz",1
Global Centre for Modern Ageing,10mo,2022-06-06,"We're pleased to welcome Angelina Russo, PhD Jane Lee, PhD and Jo Anne Dumalaon-Canaria PhD to the team.Our Chief Executive Officer, Julianne Parkinson, comments that this year has been an extremely busy period for the GCMA and is delighted to welcome three new staff to the team. Our program manager Angelina Russo will be leading our team of industry experts and researchers as we continue to tackle the challenges of modern ageing, with a particular focus on the emerging benefits of gerontechnology. We’re proud to be Adelaide-based, with the impact of our work reaching across the country and internationally.If you'd like to learn more about the GCMA or attend one of our Open Forums, please contact us.Thank you, InDaily for spreading the news.#modernageing#ageingwell#research#innovation#codesign",6,South Australia’s premier executive appointments column tracking the movements of those driving the state’s public and private sectors. Plus the latest executive recruitment opportunities.Crime Stoppers South Australia | Capital Prudential | Matthews Architects | Global Centre for Modern Ageing#Adelaide #SouthAustralia #Corporate #Executive #Business #Leadership #Finance,1
GLOBAL CENTRE FOR MODERN AGEING LTD,3w,2022-06-06,"A trailblazing tastemaker and giant of Australian publishing, Australian Broadcasting Corporation (ABC) Chair Ita Buttrose AC OBE  has always known her customers, appreciating and catering to their individualism. As the visionary founding editor of Cleo, and later, The Australian Women’s Weekly, Ita had her finger on the pulse of her audience’s changing needs and aspirations. During a recent conversation with our CEO, Julianne Parkinson, Ita shared this valuable perspective on the pervasive trend of age-based discrimination. “Older people know what it's like to be young, but younger people have no idea what it's like to be old. Do not try to walk in our shoes until you have earned the right to do so. Only age affords you that benefit.“There's a lot of active, older people in Australia who would love to be working, but they're discriminated against merely because they're old.“We can change these attitudes by leading by example. The more of us who remain in the workforce as we get older can show, by example, that our work ethic is still strong. Our brains are still working quite efficiently! But you do have to lead by example.”We applaud Ita’s viewpoint and example, and thank Managing Director of Robert Walters NSW, Andrew Hanson and Managing Director of behind closed doors - leading businesswomen Donny Walford FAICD She/Her for co-hosting this vital conversation. #positiveageing",3,"Robert Walters Sydney recently partnered with behind closed doors - leading businesswomen  to host an exclusive cocktail event which featured a conversation between Ita Buttrose AC OBE, Chair of the ABC, and Julianne Parkinson, founding CEO, the Global Centre for Modern Ageing. The conversation discussed change management, workplace diversity, and proving the critics wrong. Thank you to our event co-partner BCD - it was wonderful to see so many influential women networking again. To take a read of the conversation click here: https://lnkd.in/dmXZ4c5Y Image L-R: Andrew Hanson [Managing Director, Robert Walters NSW], Julianne Parkinson [CEO at Global Centre for Modern Ageing], Ita Buttrose AC OBE, Donny Walford [Founder and Managing Director, behind closed doors].",1
GLOBAL CENTRE FOR MODERN AGEING LTD,1mo,2022-06-06,"The Global Centre for Modern Ageing is delighted to have Julianne Parkinson and Jane Lee, PhD present insights on creating a Gerontechnology Living Lab in Hong Kong.GT Platform",10,"【Gerontechnology Platform - Developing the First Gerontech Living Lab in Hong Kong】According to the 2017 landscape study on gerontechnology in Hong Kong, the main difficulties faced by the development of the gerontech ecosystem in Hong Kong include the lack of cooperation among stakeholders, the difficulty of localizing successful foreign products, and the lack of platforms for testing gerontech products. Today, with the efforts of all sectors of society and the government, the gerontech ecosystem has improved slightly. However, the user-oriented testing platform still needs to be further developed and promoted, and the establishment of a ""Gerontechnology Living Lab"" is one of the important tasks which assist in product localization and testing support.This sharing will invite Australia's Global Centre for Modern AgeingLimited (GCMA) to share their experience in Australia on how to set up the first ""Gerontechnology Living Lab"" in Hong Kong, a user-oriented, participating in research, development and application test base.Date:         22 April, 2022 (Friday)Time:         1:00pm to 2:00pmFormat:     Online meeting (Zoom)Language: EnglishSpeaker： -Ms Zoe Chan (Project Director)   Hong Kong Council of Social Service (Innovation and Technology         for Ageing)-Ms Julianne Parkinson (Chief Executive Officer)   Global Centre for Modern Ageing Limited-Dr Jane Lee (User Researcher)   Global Centre for Modern Ageing LimitedInterested members are welcome to register via here>>https://bit.ly/3vaJlyq#GTPlatform #gerontechnology #LivingLab",1
GLOBAL CENTRE FOR MODERN AGEING LTD,4mo,2022-06-06,"The Global Centre for Modern Ageing is seeking a Marketing & Communications Specialist.  There are more roles coming up in 2022, so stay posted!",2,We’re #hiring. The GCMA is seeing a Marketing & Communications Specialist.  Know anyone who might be interested?,1
GLOBAL CENTRE FOR MODERN AGEING LTD,9mo,2022-06-06,"The Ageing Ageing World Festival of Ageing is an incredible event spanning 20 days across virtual, hybrid and in-person sessions.The Global Centre for Modern Ageing is delighted to present on the first morning of the Ageing Asia World Ageing Festival alongside global experts, John Beard, David and @professorcolmcunninghamPlease join us 1 October!",16,"Keynote Presentation [Ageing & Technology]: Digital technologies that enable Ageing-in-placeMs Julianne ParkinsonChief Executive Officer, Global Centre for Modern Ageing, Australia1 October 2021, Friday, 930am (UTC+8)https://lnkd.in/enkAT3yB#worldageingfestival #ageingasia #aaif",1
GLOBAL CENTRE FOR MODERN AGEING LTD,11mo,2022-06-06,"Thank you, Aged Care Innovation, for hosting a conference designed to drive conversation around innovation in aged care.  At the Global Centre for Modern Ageing, our mission is simple – we exist to improve the lives of older people. As an organisation, we work across private and public sectors to drive innovation, people-centred co-design, and a framework for validating workforce change. The Australian Government’s Royal Commission into Aged Care Quality and Safety shone a razor-sharp lens on the profound need to transform the ageing sector by addressing societal gaps and our negligence for people’s lived experiences. It reminds us of the critical need to create products and services that maintain dignity, relevance, choice, safety, and control as we age. Professor Justin Beilby and the team at the GCMA look forward to speaking at and joining this virtual event to hear from the diverse and exciting calibre of speakers on board. This conference is another vital part of the conversation, and we look forward to participating.#modernageing#ageingwell#innovation#codesigning",1,"Professor Justin Beilby will be presenting on ""Shifting the culture within aged care to embrace innovation"" at the forthcoming Aged Care Innovation summit.Professor Beilby holds the role of Strategic Advisor at the Global Centre for Modern Ageing. He is a leading expert in #agedcare research, #primarycare, chronic illness and health service evaluation.Learn more: https://lnkd.in/ghvkNfiBook now: https://lnkd.in/gZ6urdz",1
GLOBAL CENTRE FOR MODERN AGEING LTD,10mo,2022-06-06,"We're pleased to welcome Angelina Russo, PhD Jane Lee, PhD and Jo Anne Dumalaon-Canaria PhD to the team.Our Chief Executive Officer, Julianne Parkinson, comments that this year has been an extremely busy period for the GCMA and is delighted to welcome three new staff to the team. Our program manager Angelina Russo will be leading our team of industry experts and researchers as we continue to tackle the challenges of modern ageing, with a particular focus on the emerging benefits of gerontechnology. We’re proud to be Adelaide-based, with the impact of our work reaching across the country and internationally.If you'd like to learn more about the GCMA or attend one of our Open Forums, please contact us.Thank you, InDaily for spreading the news.#modernageing#ageingwell#research#innovation#codesign",6,South Australia’s premier executive appointments column tracking the movements of those driving the state’s public and private sectors. Plus the latest executive recruitment opportunities.Crime Stoppers South Australia | Capital Prudential | Matthews Architects | Global Centre for Modern Ageing#Adelaide #SouthAustralia #Corporate #Executive #Business #Leadership #Finance,1
Good Empire,3mo,2022-06-06,none,0,"Ahead of International Women’s Day 2022, a video featuring Grace Tame, Brittany Higgins, Larissa Behrendt, Madison de Rozario, Yasmin Poole, Julia Banks, Christine Holgate, Lucy Turnbull AO, Wendy McCarthy, Georgie Dent and Michele O’Neil has been issued with an invitation to all Australians. It’s this: join us in demanding a future in which ALL women and children enjoy safety, respect and equity.",1
Good Empire,3mo,2022-06-06,none,0,"𝐒𝐮𝐩𝐩𝐨𝐫𝐭 𝐆𝐢𝐫𝐥𝐬 𝐢𝐧 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐭𝐡𝐢𝐬 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐖𝐨𝐦𝐞𝐧'𝐬 𝐃𝐚𝐲!♀️Globally, 2.7 billion women are prevented from choosing the same jobs as men. In Uganda, only 19% of girls finish High School and their options of finding work are limited.At One Girl, we are determined to CHANGE this narrative. 𝗠𝗲𝗲𝘁 𝗥𝗮𝗰𝗵𝗲𝗮𝗹, she is one of our AMAZING Girl Emerge graduates in Uganda, learning practical, valuable skills to build successful, sustainable careers for themselves – whilst completely shattering the status quo when it comes to women in the workforce. Racheal turned her business dream into a reality and is now able to support herself and her family. She is now a leader in her team at the kiosk and has learnt skills in mobile repairs, is a top seller of mobile phone accessories, has learnt how to balance books, and how to encourage teamwork and collaboration.This International Women’s Day, we really need your help to support girls in business, just like Racheal. Here’s what your donation can provide:- $𝟯𝟱 can provide a start-up fund for 1 girl- $𝟳𝟱 could buy 3 mobile phone repair kits- $𝟭𝟱𝟬 can buy entrepreneurship training for 10 girls- $𝟱𝟴𝟬 can get 1 girl everything she needs for a beekeeping business from bees to packagingPlease visit onegirl.org.au/iwd2022 to donate today, and help girls in Uganda chase their business DREAMS. With your help, we can break down barriers and support girls in Business!#IWD22 #BreakTheBias",1
Good Empire,8mo,2022-06-06,"11point2 will be hosting their fourth Fireside chat this evening with Josh Usher chatting to our founder, Andre Eikmeier.A great opportunity to hear from them both about #innovation and #entrepreneurship. https://lnkd.in/gpNKtWg7",3,"I'm super excited to be speaking with André Eikmeier from Good Empire next Thursday the 14th. If you're interested in entrepreneurship, innovation & saving the f**king world, please join us for what I'm sure will be an entertaining and informative event at Lot Fourteen. We will be talking about everything from how to build an incredible team to what we learned from both our entrepreneurial successes and failures.https://lnkd.in/gKjzRzje #innovation #entrepreneurship #southaustralia #adelaide #firesidechat #event",1
Good Empire,8mo,2022-06-06,An update from Andre on our crowdfund!,14,"Diary of an Equity CrowdfundDay T minus 1$457K from 559 ivestorsOkay, so our crowdfund round closes tomorrow, and we're closing in on our $500K target. Which is good.But it's been a looooooong valley of sadness!I won't transcribe this one, so feel free to watch the video for some insights - quite marketing-focused this time, with some metrics.If you'd like to invest, or know someone who might, here's a link: https://lnkd.in/g-DVkeXEnjoy!André",1
