index,link,tech,person,nationality,building,organization,country,location,product,event,money,date_
3770,https://www.proquest.com/anznews/docview/2682946103/275631AB1ACC4587PQ/61?accountid=14649,robotics,"fiona kerr, aldgate kerr, covid, kerr, dragan rangelov",victorian,,"the neurotech institute, queensland brain institute",finland,,,,,"Jul 2, 2022"
3771,https://www.proquest.com/anznews/docview/2678056424/275631AB1ACC4587PQ/62?accountid=14649,robotics,"david mills, scott crowder, jerry chow manager, jay gambetta, andrew twiggy forrest, forrest, jeremy o brien, hendrik hamann, dr hamann, tim jarvis, jarvis","australian, greek",,"the australian conservation foundation, the university of bath in, international energy association, the world meteorological association, ibm, ibm quantum adoption, fortescue future industries, psiquantum, ibm research, boston dynamics","new york state, manhattan, adelaide, sydney, new york",the gold coast,,,,"Jun 19, 2022"
3772,https://www.proquest.com/anznews/docview/2678054097/275631AB1ACC4587PQ/63?accountid=14649,robotics,"troye sivan, sivan, harry a norris  years, madeleine blanchfield, john mockridge, mockridge, blanchfield",australian,"arkhe, handball court, the old handball court","flack studio, stable and cart house, clare cousins architects, cousins creative adaptation, cousins, architectural digest","sydney, melbourne",,,,,"Jun 19, 2022"
3773,https://www.proquest.com/anznews/docview/2681910818/275631AB1ACC4587PQ/64?accountid=14649,robotics,"troye sivan, sivan, harry a norris, madeleine blanchfield, john mockridge, flack, mockridge, blanchfield",australian,the old handball court,"flack studio, stable and cart house, clare cousins architects, cousins creative adaptation, cousins, architectural digest","sydney, melbourne, adelaide",,sivan,,,"Jun 30, 2022"
3774,https://www.proquest.com/anznews/docview/2679311070/275631AB1ACC4587PQ/65?accountid=14649,robotics,"clare scriven, mawson leon bignell, peter appleford, scriven, amanda mader gumpara, richard kwan, kwan, mvgwta erin leggatt, leggatt",south australian,,"the state government s, the department of primary industries and regions pirsa, blue farm intelligence pty ltd, cropify pty ltd, kiratech, blue farm intelligence, mclaren vale grape wine and tourism association, mvgwta","mclaren vale, south australia s",,,,,"Jun 23, 2022"
3775,https://www.proquest.com/anznews/docview/2682946089/275631AB1ACC4587PQ/66?accountid=14649,robotics,"clare scriven, mawson leon bignell, scriven, amanda mader gumpara wines, richard kwan, kwan, erin leggatt, leggatt",south australian,chalk hill wines,"the state government s, mclaren vale wine grape and tourism association, blue farm intelligence pty ltd australian, cropify pty ltd, kiratech, blue farm intelligence, mclaren vale grape wine and tourism association, mvgwta, the department of primary industries","mclaren vale, south australia s, australia",,,,,"Jul 2, 2022"
3776,https://www.proquest.com/anznews/docview/2683814966/275631AB1ACC4587PQ/67?accountid=14649,robotics,"david mills, scott crowder, jerry chow manager, jay gambetta, andrew twiggy forrest, forrest, jeremy o brien, hendrik hamann, dr hamann, tim jarvis, jarvis","australian, greek",,"the australian conservation foundation, the university of bath in, international energy association, the world meteorological association, ibm, ibm quantum adoption, fortescue future industries, psiquantum, ibm research, boston dynamics","new york state, manhattan, adelaide, sydney, new york",the gold coast,,,,"Jul 2, 2022"
3777,https://www.proquest.com/anznews/docview/2664511693/275631AB1ACC4587PQ/68?accountid=14649,robotics,"david mills, scott crowder, jerry chow manager, jay gambetta, andrew twiggy forrest, forrest, jeremy o brien, hendrik hamann, dr hamann, tim jarvis, jarvis","australian, greek",,"the australian conservation foundation, the university of bath in, international energy association, the world meteorological association, ibm, ibm quantum adoption, fortescue future industries, psiquantum, ibm research, boston dynamics","new york state, manhattan, adelaide, sydney, new york",the gold coast,,,,error 404 :)
3778,https://www.proquest.com/anznews/docview/2674512602/275631AB1ACC4587PQ/69?accountid=14649,robotics,,,,,,,,,,"Jun 11, 2022"
3779,https://www.proquest.com/anznews/docview/2645823471/275631AB1ACC4587PQ/70?accountid=14649,robotics,"fiona kerr, kerr, covid, dragan rangelov",victorian,,"the neurotech institute, department of defence, queensland brain institute","south australia, finland",,,,,error 404 :)
3780,https://www.proquest.com/anznews/docview/2540468405/275631AB1ACC4587PQ/71?accountid=14649,robotics,"denham d silva, d silva, anton van den hengel, anton, jash vira, christopher fusco, simon lucey, rodney brooks, silva, lucey, adelaide","australian, europeans, americans, australians",,"university of adelaide s, australian institute for machine learning, barossa valley brewing, barossa valley brewing s, aiml, the university of adelaide, irobot, google, amazon, facebook, tesla, the big brewers, smes, carnegie mellon university s robotics institute, argo ai","australia, pittsburgh",,"the rodney ai pa, roomba",,,"Jun 13, 2021"
3781,https://www.proquest.com/anznews/docview/2637817055/275631AB1ACC4587PQ/72?accountid=14649,robotics,"grant ralston, megan ward, ralston, ward, adams, grant, swan, heather christensen, christensen, karen murphy, murphy, annette mundt, mundt, don waters, medy hassan, logan medy hassan, hassan, beny bol, bol, mic noble, noble, timothy keeler, tim keeler, keeler, tim, charles steadman, steadman, deborough macbeth, macbeth, ken dickson, dickson, sandra cowley, cowley, everald compton, compton, philip bacon","logan, queenslanders, sudanese, african, australian, egyptian","the logan museum, victoria point, princess alexandra hospital, the gold coast hospital","the queensland police service, the department of children youth justice, the statewide strike teams, quota, the beenleigh yatala chamber of commerce, the junior chamber, logan city council, beenleigh showgrounds, beenleigh show society, the beenleigh show society committee, chamber of agricultural societies, the beenleigh quilters association, the embroiderers guild, the floral art society of queensland, the beenleigh garden club, queensland chamber of agricultural societies, the australian institute of building, the property council of australia, investlogan, rmit university, the university of queensland, the queensland brain institute, the australian performing arts conservatory, jazz music institute, southern cross certified, the queensland african communities council, the african strategic working group, griffith university, the covid community response strategy coordination committee, sub, the order of australia, the domestic and family violence taskforce, yfs youth and family services, faith lutheran college junior school, logan, greenslopes private hospital, greenslopes, the university of queensland medical school, the department of gastroenterology, the department of gastroenterology and hepatology, the royal australasian college of physicians, the queensland art gallery foundation, the queensland women s historical association, queensland gastroenterology, gold coast health, the australasian college of infection prevention and control s, the commonwealth bank, qidc, cleveland ambulance station, capalaba ambulance station, qas, the uniting church","queensland, logan, south brisbane, redland, beenleigh, us, new south wales, brisbane, covid, logan central, papua new guinea solomon islands, tarin kowt afghanistan, cleveland, wynnum, capalaba, redland city","southside, africa, mount tamborine",,"the child protection week awards, flower festival, the swine flu h n pandemic, the sars pandemic",,"Mar 10, 2022"
3782,https://www.proquest.com/anznews/docview/2541777614/275631AB1ACC4587PQ/73?accountid=14649,robotics,"rachel cutajar, cutajar, dan riccardo, riccardo, curran gibbes, ethan skipsey, adam brandt, michele pikunic, paul weston",,the adelaide convention centre,"merrimac state high school, worongary state school, merrimac high, steam divisions, merrimac state","dallas, australia, the united states",,,"the vex world robotics championship, the australian national finals, the world championships",,"Jun 16, 2021"
3783,https://www.proquest.com/anznews/docview/2568591600/275631AB1ACC4587PQ/74?accountid=14649,robotics,"lael grant, grant, barker, karen gorrie",,,"barker college, nasa, the association of independent schools, swinburne university, the university of queensland, the queensland university of technology, st margaret s anglican girls school, st margaret s","south australia, brisbane",seven storey,,,,"Sep 2, 2021"
3784,https://www.proquest.com/anznews/docview/2579452294/275631AB1ACC4587PQ/75?accountid=14649,robotics,"stewart, leigh warren, meryl tankard, elizabeth dalman, graeme murphy, daniel riley, gideon obarzanek, gideon, lucy guerin, phillip adams, birdbrain, helpmann, honour bound stewart s, nigel jamieson, david hicks, honour bound, louis philippe demers, ian gibbins, aldo giurgola, lois greenfield, held, demers, mawson, giselle g, adrianne semmens, matt shilcock, riley, brendan woithe","wiradjuri, australian, swan, british, french, canadian, italian","the adelaide festival centre, theatre de la ville","adt, international dance company, sydney dance company, expressions dance company, australasian dance collective, the queensland ballet, the australian ballet, parliament house s, adt supernature, rmit industrial design, the australia council, flinders university","adelaide, australia, madrid new york, sdc, melbourne, new york, sydney, paris, adt s, adelaide sydney, berlin","asia, guantanamo bay, south, antarctica, europe",,"the new millennium, the australian dance awards, the adelaide festival",,"Sep 8, 2021"
3785,https://www.proquest.com/anznews/docview/2519784650/275631AB1ACC4587PQ/76?accountid=14649,robotics,"matt pearson, pearson, federico collarte, cibby pulikkaseril, paul alexander alex grant, lars rasmussen, paul gray, alexander cohda, hypr, kentley klay, scott morrison, andrew twiggy forrest, jane hunter, zoomo, mina nada","japanese, australian",,"alauda, fleet space, general motors, telstra, teijin, hitachi, veoneer, evolution group, evup, zoox, amazon, hypr, the us department of transportation s, the us senate s commerce committee, xyz studio, crayon tritium, tritium, evie networks, uber eats, doordash, zoomo co, airtree, contrarian ventures","adelaide, south australia, melbourne, bayswater, sydney, china, us, australia, new zealand",europe,"evtol, alaudamk, blanc, baraja, kw",the racing series,,"Apr 29, 2021"
3786,https://www.proquest.com/anznews/docview/2461607027/275631AB1ACC4587PQ/77?accountid=14649,robotics,"tas, jason scholz, rachel horne, horne, len sciacca",australian,"tas dcrc, dcrc","the queensland government, tas, the next generation technologies fund, the university of south australia, unisa, autonomy accreditation maritime, the australian maritime safety authority, dst flinders university university of sydney university of technology sydney, the western sydney university, the university of melbourne, dcrc, melbourne, the university of melbourne s","brisbane, australia, queensland, boeing, melbourne, adelaide, thales, rmit",,,,,"Nov 2, 2020"
3787,https://www.proquest.com/anznews/docview/2461589677/275631AB1ACC4587PQ/78?accountid=14649,robotics,"hullihen, lan snell, snell, jochen schweitzer, schweitzer, ajay bhatia, noel lindsay, lindsay, melinda edwards, edwards",mbas,,"the macquarie business school s, mbas, coursera, the global mba, university of adelaide brand, the world economic forum, the university of technology sydney, mba, mba in entrepreneurship, uts, carsales australia, adelaide business school, the university of adelaide s, the queensland university of technology, massachusetts institute of technology","uts s, australia, adelaide, brisbane",,,,millions of dollars,"Nov 13, 2020"
3788,https://www.proquest.com/anznews/docview/2465436261/275631AB1ACC4587PQ/79?accountid=14649,robotics,"hullihen, lan snell, snell, jochen schweitzer, schweitzer, ajay bhatia, noel lindsay, lindsay, melinda edwards, edwards",mbas,,"the macquarie business school s, mbas, coursera, the global mba, university of adelaide brand, the world economic forum, the university of technology sydney, mba, mba in entrepreneurship, uts, carsales australia, adelaide business school, the university of adelaide s, the queensland university of technology, massachusetts institute of technology","uts s, australia, adelaide, brisbane",,,,millions of dollars,"Nov 24, 2020"
3789,https://www.proquest.com/anznews/docview/2548351321/275631AB1ACC4587PQ/80?accountid=14649,robotics,"steven marshall, marshall, richard price",australian,"the adelaide botanic garden, kennedy space centre","australian space agency, sa, the university of adelaide, sa space industry centre, spacex","adelaide, south australia s, florida",mars,,,,"Jul 4, 2021"
3790,https://www.proquest.com/anznews/docview/2459463639/275631AB1ACC4587PQ/81?accountid=14649,robotics,"martin westwell, tim browning, browning, westwell, kristen masters, eliza chui, chui, roy page, iain hay, kerrie campbell, jane danvers, unley, greg rolton, john gardner",,aberfoyle park,"sace board, st peter s college, st peter s, the seat sace board, sace, adelaide uni, sa, the sace board, heathfield high, flinders uni, flinders and, adelaide universities, data analysis board, wilderness school, unley high, glenunga international high, roma mitchell secondary college","kapunda peterborough, kingston se, china, malaysia vietnam, new caledonia, vanuatu, adelaide, kambala, rose bay, sa","north asia, australia",,,,"Nov 12, 2020"
3791,https://www.proquest.com/anznews/docview/2461592529/275631AB1ACC4587PQ/82?accountid=14649,robotics,"seth thuraisingham, gaia, thuraisingham, david travers, travers, jeffrey grosset, darren oemcke, oemcke, foment, mark pye, pye",australian,,"consilium technology, consilium, bureau of statistics, ebottli, ziontech, the university of adelaide, the university riverland wine and wine australia, unisa, the department of primary industries and regions, hydra consulting, the new venture institute, flinders university, sa, the university of adelaide s, school of agriculture food wine, flinders, foment, pye group","adelaide, australia, gaia, asia","south australia, mallee","titanium thread, vitivisor, dionysus",the sa premier s blockchain innovation challenge,an estimated bn a year,"Nov 11, 2020"
3792,https://www.proquest.com/anznews/docview/2533035125/275631AB1ACC4587PQ/83?accountid=14649,robotics,"seth thuraisingham, gaia, thuraisingham, david travers, travers, jeffrey grosset, darren oemcke, oemcke, flinders, foment",australian,,"consilium technology, consilium, bureau of statistics, ebottli, ziontech, the university of adelaide, the university riverland wine and wine australia, unisa, the department of primary industries and regions, hydra consulting, the new venture institute, flinders university, sa, the university of adelaide s, school of agriculture food wine, foment","australia, adelaide",,"titanium thread, vitivisor, dionysus",the sa premier s,an estimated bn,"May 29, 2021"
3793,https://www.proquest.com/anznews/docview/2608936791/275631AB1ACC4587PQ/84?accountid=14649,robotics,"robert saint, covid, jennie shaw, saint, shaw, pam melroy",australian,"lot fourteen, the innovation central adelaide ica, flinders university line","the institute for the future, nasa, the university of adelaide, flinders university s, cisco, bae, flinders university, unisa, optus, the national skills commission, the smart satellite crc university of adelaide coding boot camp, the sciences faculty, the diploma of digital technology, bae systems","australia, south australia s, adelaide, south australia","lot fourteen, south australia s",,the fourth industrial revolution,multibillion dollar,"Dec 12, 2021"
3794,https://www.proquest.com/anznews/docview/2565966730/275631AB1ACC4587PQ/85?accountid=14649,robotics,"adl, houston, nardini, joel",australian,"proxima i and, centauri i and ii","fleet space technologies, flavia tata nardini co, nardini, spacex, fleet","australia, us, adelaide, south australia s, south australia",the southern hemisphere,fleet,,,"Aug 29, 2021"
3795,https://www.proquest.com/anznews/docview/2604856338/275631AB1ACC4587PQ/86?accountid=14649,robotics,"craig lockhart, lockhart, richard price, price, jim mcdowell, steven marshall s, giselle rampersad, rampersad, mcdowell, paul starick","saab, australian, south australian",,"flinders university, navy, nova systems group, the federal government, sa, wa, nova group, the department of premier and cabinet, flinders university s, sa defence authorities, bae systems maritime australia, flinders university s college of science and engineering","australia, adelaide, south australia, china",,,,,"Dec 2, 2021"
3796,https://www.proquest.com/anznews/docview/2623147080/275631AB1ACC4587PQ/87?accountid=14649,robotics,"jake connor, connor, steven marshall, david basham, basham, andrew curtis, curtis",south australian,,"nangkita dairies, south australian dairy association","mount jagged, minbee mount jagged, mimbee, mount compass, south australia s","the fleurieu peninsula, adelaide hills",,,multi million dollar,"Jan 29, 2022"
3797,https://www.proquest.com/anznews/docview/2461589611/275631AB1ACC4587PQ/88?accountid=14649,robotics,"ross pelligra, pelligra, ross pelligra s, pelligra senior, ross pelligra senior s, ross pelligra junior, sa weekend, sanjeev gupta, gupta, sanjeev, whyalla, ki, covid, pelligra s","south australians, australian, british, brit, south australian, nsw, south australia, australia","adelaide oval, rundle st, pirie st, gasworks, holden plant, ha site, lionsgate, whyalla, victoria park, the royal adelaide, mile end, greenhill rd, findon basketball stadium, the adelaide ers arena","geelong, adelaide ers, the adelaide giants, the adelaide crows, crows, victoria university, general motors, greensill capital, adelaide giants","victoria, nsw, queensland, adelaide, south australia, brompton, melbourne, italy, victoria nsw, china, india, elizabeth, us, holden, australia, byron bay","land mass, largs north, the inner west, kangaroo island, asia, torrens, pelican lagoon, pennington bay",,the coronavirus pandemic,a billion dollars,"Nov 12, 2020"
3798,https://www.proquest.com/anznews/docview/2639033203/275631AB1ACC4587PQ/89?accountid=14649,robotics,"hullihen, lan snell, snell, jochen schweitzer, schweitzer, ajay bhatia, noel lindsay, lindsay, covid, melinda edwards, edwards",,,"the macquarie business school s, coursera, mbas, the world economic forum, the university of technology sydney, mba, uts, carsales australia, adelaide business school, the university of adelaide s canon, the queensland university of technology, massachusetts institute of technology, qut","uts s, australia, adelaide, brisbane",,,,millions of dollars,"Mar 16, 2022"
3799,https://www.proquest.com/anznews/docview/2481543943/275631AB1ACC4587PQ/90?accountid=14649,robotics,"katherine hyland, hyland",,,,"goulburn, adelaide, dallas, texas",,,"the vex robotics world championship, the national vexiq robotics competition, the world championship",,"Jan 27, 2021"
3800,https://www.proquest.com/anznews/docview/2461604128/275631AB1ACC4587PQ/91?accountid=14649,robotics,"enrico palermo, palermo, branson, karen andrews, andrews","australian, british",,"the space agency, the international space university, the federal government s","adelaide, california, us, australia, france, enrico",,,,,"Nov 16, 2020"
3801,https://www.proquest.com/anznews/docview/2512231844/275631AB1ACC4587PQ/92?accountid=14649,robotics,"simon shepherd, shepherd, phillip styles, amy, sophie, angus, tami",,"the m inquiry and innovation hub centre, marion campus, the carter studios",westminster council,"queensland, south australia, sydney, melbourne",,,,multi billion dollar,"Apr 13, 2021"
3802,https://www.proquest.com/anznews/docview/2554132817/275631AB1ACC4587PQ/93?accountid=14649,robotics,"mike molinari, molinari, alan tudge, genevieve gregor, peter hoj, hoj",australian,,"ip group, australia s group, new zealand s university of auckland, ip, the university of oxford, oxford nanopore technologies, ip group s, kira biotech, rage biotech, university of auckland, poweron, oxford cambridge, princeton yale, columbia, telstrasuper, hostplus, colinton capital partners, western sydney university, the university of adelaide","uk, us, australia, new zealand, oxford",,,,"multi billion opportunity said ip, more than bn","Jul 22, 2021"
3803,https://www.proquest.com/anznews/docview/2479863438/275631AB1ACC4587PQ/94?accountid=14649,robotics,"david walsh, luke mcgregor, ian stewart, chelsea cosgrave","christian, anglican, tasmanian","sandy bay, st patrick s street, austins ferry, the joyce performing arts centre, the valley campus, the hobart cbd, cbd","dominic college s, john calvin school, guilford young, guilford young college, launceston christian school, st virgil s college, leighland christian school, the cottage school, atar, fahan, hutchins school, launceston church, launceston church grammar, the friends school","tassie, rokeby, canberra, glenorchy, hobart, tasmania, kingston, australia, netherlands germany, france, vanuatu leighland, ulverstone, burnie, launceston, newstead launceston, huntingfield, sandy bay","mount wellington, the derwent river, the tamar valley, the fingal valley, sandy bay, australia, mowbray heights, the tamar river",,,,"Jan 21, 2021"
3804,https://www.proquest.com/anznews/docview/2591280295/275631AB1ACC4587PQ/95?accountid=14649,robotics,"kevin baum, john fargher, peter buttenshaw, buttenshaw, jay munro",,,"agriwebb co, google, genpact, career insights, csiro","south australia, perth",,,,,"Oct 6, 2021"
3805,https://www.proquest.com/anznews/docview/2559378521/275631AB1ACC4587PQ/96?accountid=14649,robotics,"sharp, jorn, lma",australian,the raaf base,"the university of wollongong, lma, the lma early careers council","canberra, adelaide, australia, edinburgh",,,,,"Aug 6, 2021"
3806,https://www.proquest.com/anznews/docview/2480448802/275631AB1ACC4587PQ/97?accountid=14649,robotics,"catriona jackson, jackson, de zwart, melissa de zwart, jeff bleich, catherine wingate, wingate, alan tudge, emma sparks, emma, ian jacobs, sparks, ian manchester, aah, lesley head, margaret sheil, john byron, byron, sheil, francisco bravo sanchez, bravo sanchez, steven moore, rahat hossain, nathan english, ralph slatyer",australian,"the million arc research hub, parliament house","the federal government, ua, flinders, the university of adelaide s, flinders university s, college of business government and law, the council of australian law deans, the space industry association of australia, the royal australian navy reserve, university of western australia, department of primary industries and regional development, the university of western australia, the university of queensland, unsw, unsw canberra, australian defence force, adf, cranfield, the university of sydney s, australian centre for field robotics robotics, the queensland university of technology, the australian national university, the australian academy of the humanities, aah, g science academies, g, queensland university of technology, avid reader bookshop, cquniversity, edugrowth, the melbourne centre for the study of higher education, gold coast convention and exhibition centre, online aiec, crc","australia, western australia s, unsw sydney, canberra, sydney, rome, brisbane",,,"summits, the kca conference, australian international education conference",,"Jan 26, 2021"
3807,https://www.proquest.com/anznews/docview/2638129787/275631AB1ACC4587PQ/98?accountid=14649,robotics,"shail shah, shail, russell brinkworth",,tonsley campus,"flinders university s, plympton international college, the education department, sa space industry centre, adelaide university, nasa",south australia,,,,,"Mar 12, 2022"
3808,https://www.proquest.com/anznews/docview/2625623835/275631AB1ACC4587PQ/99?accountid=14649,robotics,"enrico palermo, palermo, simon birmingham, birmingham",australian,,"australian space agency, nasa, southern launch, the federal government, artemis lunar program, asa","australia, adelaide, nhulunbuy, south australia, woomera, lincoln","the indo pacific, mars",,,,"Feb 6, 2022"
3809,https://www.proquest.com/anznews/docview/2639095971/275631AB1ACC4587PQ/101?accountid=14649,robotics,"peter nolan ceo, nolan",south australian,,,"south australia s, south australia",,,,,"Mar 16, 2022"
3810,https://www.proquest.com/anznews/docview/2543435654/275631AB1ACC4587PQ/102?accountid=14649,robotics,"linke, james tamblyn, tamblyn, david de carvalho, carolyn grantskalns, grantskalns, vanessa browning, john mula, kelly campbell",australians,,"st peter s, the australian curriculum assessment and reporting authority acara, pedare christian college, the sa education department, acara, association of independent schools of south australia, seymour college, catholic education sa","brooklyn park, texas",south australia s,,,,"Jun 20, 2021"
3811,https://www.proquest.com/anznews/docview/2490988927/275631AB1ACC4587PQ/103?accountid=14649,robotics,biderman,"australian, tasmanian",,"the massachusetts institute of technology, superpedestrian s, obike, reddygo, uber","boston, australia, melbourne, victoria, rockhampton, adelaide, launceston, hobart",the gold coast,,,,"Feb 18, 2021"
3812,https://www.proquest.com/anznews/docview/2546861377/275631AB1ACC4587PQ/104?accountid=14649,robotics,karen andrews,australian,lot fourteen,"the federal government s, the australian space agency, the federal government","australia, commonwealth, koonibba, queensland","the southern hemisphere, whalers way, the eyre peninsula",,,,"Jun 30, 2021"
3813,https://www.proquest.com/anznews/docview/2483252990/275631AB1ACC4587PQ/105?accountid=14649,robotics,"andrew sales, sales",,edinburgh parks,"boeing s seattle, boeing, norsk titanium, norsk, aml d, asx, sa business rowland metalworks, ikad, asc, austal and, thyssenkrupp, wilhelmsen d printing corporation","south australia, boeing, norway, adelaide, us, australia, wa, singapore",,"arcemy, dreamliner",,,"Jan 29, 2021"
3814,https://www.proquest.com/anznews/docview/2483979343/275631AB1ACC4587PQ/106?accountid=14649,robotics,"laurence, cat stone, stone, caleb miller, sam fletcher, miller",,,"adelaide swinburne, flinders universities, the university of adelaide, asms",australia,,,,,"Jan 29, 2021"
3815,https://www.proquest.com/anznews/docview/2476030358/275631AB1ACC4587PQ/107?accountid=14649,robotics,"laurence, cat stone, stone, caleb miller, sam fletcher, miller",,,"adelaide swinburne, flinders universities, the university of adelaide, asms",australia,,,,,"Jan 7, 2021"
3816,https://www.proquest.com/anznews/docview/2515784422/275631AB1ACC4587PQ/108?accountid=14649,robotics,"kym grant, grant, michelle lensink",south australian,douglas drive,"grieve gillett andersen, certificate of education, the sace board, mark oliphant",,,,,,"Apr 22, 2021"
3817,https://www.proquest.com/anznews/docview/2580190387/275631AB1ACC4587PQ/109?accountid=14649,robotics,"mark bolton, bolton, chris marks",,,telstra,murray bridge,"south australia, northern territory",,,,"Oct 8, 2021"
3818,https://www.proquest.com/anznews/docview/2521416981/275631AB1ACC4587PQ/110?accountid=14649,robotics,rory h mather,"usq, irish","the a block theatre, the rose cottage state rose garden, the mill precinct, ruthven street, the oakey showgrounds, the laidley pioneer village and museum","the cobb and co museum, walton stores, the rotary club of toowoomba, the oakey agricultural pastoral and rodeo society, idcare",toowoomba,newtown park,,"science expo, spring championship rose show, the giant fun fair",,"May 3, 2021"
3819,https://www.proquest.com/anznews/docview/2478272251/275631AB1ACC4587PQ/111?accountid=14649,robotics,"barwon health, marilla druitt, druitt, john malony, malony, iain martin, martin, lance collins, cecile, collins, pascuzzi, rowena clift, serge sardo, rhonda withers, margie mcleod, andrew, sharon caddy, caddy, frances diver",indian,"hesse rural health s, ford site, apollo bay vaccination, apollo bay","deakin university, the university of south australia, the medical research future fund, deakin s, deakin, deakin university s, barwon health s, barwon health, tlc healthcare, the department of health, better place australia, apmha healthcare limited, gps","india, australia, uttar pradesh, highton, geelong, belmont, racfs, norlane, victoria","armstrong creek, the surf coast",,"the coronavirus pandemic, mnd awareness week",,"Jan 16, 2021"
3820,https://www.proquest.com/anznews/docview/2560149200/275631AB1ACC4587PQ/112?accountid=14649,robotics,"sebastian reichelt, christopher radzikiewicz, reichelt, radzikiewicz",,"the uni bar, bedford park","flinders university, flinders, sacred heart college, st john s grammar school, tonsley",adelaide,"south australia s, ocean, hills",,,,"Aug 12, 2021"
3821,https://www.proquest.com/anznews/docview/2581078753/275631AB1ACC4587PQ/113?accountid=14649,robotics,"roboroos, pauline, abinav, peter ryan kane",,the adelaide showgrounds,"state, student robotics club of sa, pembroke school, sacred heart college, roboroos",south australia,,,"the asia pacific open championship, olympics, national science week",,"Oct 13, 2021"
3822,https://www.proquest.com/anznews/docview/2478139678/275631AB1ACC4587PQ/114?accountid=14649,robotics,"scott morrison, morrison, bill nelson, enrico palermo","australian, australians",,"nasa, the federal government s, the australian space agency, australian space agency","australia, south australia, us","moon, mars",artemis,,,"Jan 16, 2021"
3823,https://www.proquest.com/anznews/docview/2581092659/275631AB1ACC4587PQ/115?accountid=14649,robotics,"sebastian reichelt, christopher radzikiewicz, reichelt, radzikiewicz",,"the uni bar, bedford park","flinders university, flinders, sacred heart college, st john s grammar school, tonsley",adelaide,"south australia s, ocean, hills",,,,"Oct 13, 2021"
3824,https://www.proquest.com/anznews/docview/2478272938/275631AB1ACC4587PQ/116?accountid=14649,robotics,"scott morrison, morrison, bill nelson, enrico palermo","australian, australians",,"nasa, the federal government s, the australian space agency, australian space agency","australia, south australia, us","moon, mars",artemis,,,"Jan 16, 2021"
3825,https://www.proquest.com/anznews/docview/2587371444/275631AB1ACC4587PQ/117?accountid=14649,robotics,"sebastian reichelt, christopher radzikiewicz, reichelt, radzikiewicz",,"the uni bar, bedford park","flinders university, flinders, sacred heart college, st john s grammar school, tonsley",adelaide,"south australia s, ocean, hills",,,,"Oct 30, 2021"
3826,https://www.proquest.com/anznews/docview/2607332528/275631AB1ACC4587PQ/118?accountid=14649,robotics,"simon shepherd, angela phillips, phillips, shepherd, ross willoughby",,the inquiry and innovation hub centre,"westminster s, westminster, westminster school",westminster,,,,,"Dec 6, 2021"
3827,https://www.proquest.com/anznews/docview/2548944689/275631AB1ACC4587PQ/119?accountid=14649,robotics,"eligh reid year, eligh, covid, manly, emily rootsey, emily, jimmy barnier, jimmy, amber, isaac mayled, isaac, stem, harrietta, peeka, emma kerr, emma, jade simon, jade, thomas bolch, thomas, ahlia hartley, ahlia, joe hartley, joe, zendrik coffison, zen, zendrik, zarley lubis, zarley, ben, keegan bylos, keegan, reef, isla old, isla, caroona, sandra, joshua, aliya, crystal emerton, matias hinestroza, crystal, matias, neave, josh, mia turner, mia, grace, banjo","indonesian, australian",,"copmanhurst public school, homebush, nrl, glenreagh public school, iluka public school, nymboida public school, nymboida, palmers island public school, the national parks and wildlife service, the clarence valley conservatorium, yamba public school, cirque du soleil","japan, brushgrove, grafton, glenreagh, sydney, bankstown, newcastle, iluka, south grafton, south australia, colombia, fiji","the clarence valley, north coast, palmers island, mid north coast north coast",,"the clarence district athletics carnival, the mid north coast athletics carnival, the clarence valley long way home writing competition, naidoc week, grafton show",,"Jul 8, 2021"
3828,https://www.proquest.com/anznews/docview/2570164545/275631AB1ACC4587PQ/120?accountid=14649,robotics,"sharna glover, glover",,,"imvelo ltd an, mount isa s minex exhibition, sandvik","australia, adelaide",australia,,,,"Sep 9, 2021"
3829,https://www.proquest.com/anznews/docview/2615138521/275631AB1ACC4587PQ/121?accountid=14649,robotics,"nicolas lyons, lyons, dr lyons",,,"the nsw department of primary industries, the milking edge project","victor harbor, australia, new zealand, south america, the united states","europe, asia",,the dairysa central conference,,"Dec 30, 2021"
3830,https://www.proquest.com/anznews/docview/2457345146/275631AB1ACC4587PQ/122?accountid=14649,robotics,"mike winn, nicholas pilkington, winn",south africans,,"dronedeploy, corteva agriscience","california, the united states, america, australia, us, sydney, new zealand",midwest,,,,"Nov 5, 2020"
3831,https://www.proquest.com/anznews/docview/2524414259/275631AB1ACC4587PQ/123?accountid=14649,robotics,"carolina diaz, mark robinson, robinson",australian,,"the university of melbourne, awi, the university of melbourne s",,,,,,"May 11, 2021"
3832,https://www.proquest.com/anznews/docview/2615138526/275631AB1ACC4587PQ/124?accountid=14649,robotics,"david garrett, david crawford",,the loxton high school ag block,"the cmv group, loxton high school, cmv farms, cmv, daily stock journal","loxton, lindsay","riverland, malee, the riverland area",,,,"Dec 30, 2021"
3833,https://www.proquest.com/anznews/docview/2614795841/275631AB1ACC4587PQ/125?accountid=14649,robotics,"david basham, basham, andrew curtis, curtis, jake connor, connor, david smart mypolonga",,mount compass,"lely, nangkita dairies, herringbone dairy","sa s, australia",,,,,"Dec 29, 2021"
